gene_name	fg_pleio_degree_finemap	pleio_degree	pleio_degree_maxindep	pleio_degree_locuswide	fg_pleio_degree
RP11-201K10.3		1.0	1.0	5.0	
TRIM46		1.0		5.0	
RP11-263K19.4		2.0		5.0	
FAM189B				4.0	
RP11-553K8.2		2.0	1.0	3.0	2.0
ATP6V1G3				2.0	5.0
MIR181B1				2.0	
MIR181A1				2.0	
RP11-16L9.3		1.0		7.0	
RP11-16L9.4		7.0	4.0	7.0	3.0
AC105941.1				1.0	
RP11-382E9.1		2.0	1.0	3.0	4.0
RP11-90O23.1				4.0	
SNORA77				6.0	
ATP2B4		4.0	2.0	4.0	
RP11-383G10.3				6.0	
RP11-383G10.5				7.0	
RP11-323I1.1		2.0	1.0	2.0	
EGLN1		1.0		1.0	
RP11-285G1.2		2.0		3.0	
TMEM72				3.0	
RP11-285G1.9				3.0	
TMEM72-AS1		3.0	1.0	3.0	
RP11-285G1.14				1.0	
RASSF4				1.0	
RP11-67C2.2		1.0	1.0	5.0	
ALOX5		1.0	1.0	5.0	
RP11-671E7.1				6.0	
FAM21C		5.0	4.0	6.0	2.0
RP11-1H15.1				1.0	
RP11-1H15.2		1.0		1.0	
RP11-748C4.1				1.0	
PCNAP4				2.0	
E2F8		2.0		2.0	1.0
RP11-428C19.4		2.0	1.0	2.0	2.0
AC132216.1				2.0	
LMO2		2.0	1.0	2.0	1.0
NPAT		3.0	1.0	4.0	
ACAT1				3.0	1.0
AP005718.1				3.0	
RP11-392P7.1				1.0	
RPL13AP20				1.0	
MIR614				1.0	
GPRC5D				1.0	
GPRC5A		1.0		1.0	
RP11-392P7.6				1.0	
SP1		3.0	2.0	3.0	
AMHR2				2.0	
U7				10.0	
RP3-462E2.3		1.0	1.0	11.0	
AC003029.1		7.0	3.0	13.0	14.0
RP1-267L14.3		1.0		9.0	
RP11-173P15.3				8.0	
MIR4700				6.0	
RP11-728G15.1		4.0	4.0	7.0	3.0
MLEC		4.0	2.0	8.0	
UNC119B		2.0	1.0	6.0	
RP11-173P15.5				6.0	
ACADS		2.0	2.0	6.0	
RP11-173P15.7		3.0	3.0	5.0	
CLIC1P1		1.0	1.0	8.0	
RPL12P33		5.0	3.0	8.0	1.0
RNU6-53P				1.0	
POMP		1.0		1.0	
SLC46A3				1.0	
MIR320D1		1.0		2.0	
COMMD6		1.0		3.0	
TBC1D4		3.0	2.0	3.0	
ESR2		1.0		1.0	3.0
AL139022.1				6.0	
MIR4706				6.0	
RP11-840I19.5				6.0	
RP11-840I19.3				6.0	
MAX		6.0	3.0	7.0	
SRP14		1.0	1.0	6.0	
RP11-349G13.1				4.0	
HNRNPA1P44				4.0	
RP11-390D11.1				1.0	
MYO9A		3.0	2.0	3.0	2.0
PKM				3.0	
PARP6		1.0		2.0	
CELF6		1.0	1.0	2.0	1.0
RP11-106M3.3		2.0	1.0	2.0	2.0
RP11-106M3.2		2.0	1.0	2.0	2.0
CYP1A1		6.0	3.0	9.0	
MIR4513				5.0	
SNORD112		6.0	3.0	15.0	9.0
RN7SL510P				2.0	
UBE2Q2		2.0	3.0	2.0	
NRG4		2.0	3.0	2.0	
C15orf27		2.0	1.0	2.0	2.0
RP11-762H8.4				4.0	
RP11-762H8.2				4.0	
RP11-762H8.1				3.0	
RP11-762H8.3		2.0		4.0	2.0
DNAJA4		2.0		4.0	
WDR61				4.0	1.0
ACSBG1		3.0		4.0	
DDX11L10				3.0	
WASIR2				3.0	
SNRNP25		1.0	1.0	4.0	
Z69720.2				4.0	
WASH4P				3.0	
Z84812.4				3.0	
POLR3K		2.0	1.0	4.0	
RHBDF1		1.0	1.0	4.0	
NPRL3		4.0	2.0	4.0	
MPG		1.0		4.0	
Z69666.2				4.0	
HBZ		3.0	2.0	4.0	
HBZP1		3.0	1.0	4.0	
Z84721.4		1.0		4.0	
HBM		4.0	1.0	4.0	
HBA2				4.0	
HBA1				4.0	
LA16c-OS12.2				4.0	
MRPL28		1.0		4.0	
PPP4C				3.0	
YPEL3				3.0	
RP11-455F5.4				3.0	1.0
FAM57B		1.0		4.0	
ALDOA		1.0	1.0	3.0	
TBX6		2.0		3.0	
RP11-455F5.3				3.0	
AC135048.1				5.0	
FBXL19				3.0	
AC135048.13				3.0	
ORAI3				3.0	
SETD1A		3.0		5.0	
HSD3B7				5.0	
ACD				3.0	
PARD6A				3.0	
C16orf86				3.0	
RLTPR		1.0	1.0	3.0	
ENKD1		1.0		3.0	
CTRL				3.0	
CTC-479C5.12				3.0	
CTC-479C5.17				3.0	
PSKH1		1.0	1.0	3.0	
LCAT		1.0		3.0	
SLC12A4		1.0		3.0	
DPEP3				2.0	
DPEP2				2.0	
RP11-96D1.9				3.0	
RPS12P27				3.0	
RP11-96D1.5				4.0	
RP11-96D1.10				3.0	
RP11-96D1.11				3.0	
ESRP2				3.0	
RP11-96D1.6				3.0	
RP11-96D1.7				2.0	2.0
PLA2G15				3.0	2.0
RP11-21B21.4		2.0	1.0	7.0	2.0
TMEM88				5.0	
CYB5D1				5.0	
LSMD1		1.0		5.0	3.0
HES7		1.0		2.0	
VAMP2				1.0	
SNORD118				1.0	
RP11-599B13.7				1.0	
MIR3676				1.0	
C17orf59				1.0	
RP11-599B13.8				1.0	
PER1				1.0	
RP11-599B13.6				1.0	
TMEM107		1.0		1.0	
LINC00324				1.0	
AC005730.2				3.0	
KCTD9P1				4.0	
RNU6-258P				4.0	
SPECC1		4.0	2.0	4.0	
AC005288.1				6.0	
AC087491.2				6.0	
TCAP				6.0	
PNMT				6.0	1.0
NEUROD2		1.0	1.0	6.0	1.0
PGAP3		3.0	2.0	7.0	1.0
MIR4728				5.0	
MIEN1				5.0	
RP11-94L15.2		2.0	1.0	5.0	2.0
ERBB2		3.0	1.0	8.0	
RP11-798G7.4				6.0	
RP11-707O23.5		1.0		7.0	
RPS26P8		3.0	2.0	7.0	
LRRC37A4P		1.0		10.0	1.0
RP11-798G7.6				8.0	
RP11-798G7.7				6.0	
DND1P1		3.0	1.0	7.0	
CRHR1-IT1		3.0		7.0	
RP11-105N13.4		14.0	7.0	14.0	6.0
RP11-293E1.2				14.0	
RP11-293E1.1		1.0		14.0	
STH				11.0	
RP11-669E14.6				8.0	
RP11-259G18.2		3.0	1.0	11.0	
RP11-259G18.3		5.0	2.0	11.0	
RP11-259G18.1				11.0	
RN7SL656P				5.0	
LRRC37A		2.0	1.0	10.0	
RPS7P11				9.0	
WNT3		5.0	1.0	8.0	3.0
RP11-63A1.2		1.0	1.0	2.0	1.0
RP11-63A1.1				2.0	1.0
RNU6ATAC3P				2.0	
RP11-156P1.2		1.0	1.0	3.0	16.0
MIR152				1.0	
RP5-890E16.2		1.0		1.0	
RP5-890E16.4				1.0	
RNU6-1201P				1.0	
COPZ2				1.0	
RP11-433M22.1				1.0	
RP11-433M22.2				1.0	
RP11-332H18.3				3.0	
TBX2				3.0	1.0
RP11-332H18.5		3.0	2.0	3.0	4.0
RP11-332H18.4		3.0	2.0	3.0	3.0
AC139149.1				2.0	
RP13-766D20.1				2.0	
RP13-766D20.2		1.0	1.0	3.0	
FSCN2				3.0	
ACTG1		1.0	2.0	3.0	
C17orf70				3.0	
AC004490.1				1.0	
AC016586.1				4.0	
CTD-2622I13.3				4.0	
MAP2K2		3.0	3.0	4.0	1.0
CTC-425F1.4				4.0	
GADD45GIP1				4.0	
AC092069.1		2.0	1.0	4.0	
DAND5		2.0	1.0	4.0	
RAD23A				4.0	
CTC-239J10.1				2.0	
AC005387.3				2.0	
AC005253.2				2.0	
AC005253.4				2.0	
UBA52				2.0	
FKBP8		1.0		2.0	
AC005387.2				2.0	
KXD1				2.0	
CRLF1				2.0	
CTD-2540B15.6				7.0	
CTD-2540B15.12		6.0	2.0	7.0	10.0
CTD-2540B15.11				8.0	
CEBPA				8.0	
AC008738.1				8.0	
CTD-2540B15.7				8.0	
CEBPA-AS1				8.0	
CTD-2540B15.9		2.0		8.0	
AKR1B1P7				8.0	
CEBPG				7.0	
MIA				2.0	
EGLN2				4.0	
CYP2T2P				4.0	
CYP2F1P		1.0		4.0	
CTC-490E21.10		1.0	1.0	4.0	1.0
CTC-490E21.12		4.0	2.0	4.0	3.0
MIA-RAB4B				2.0	
RAB4B-EGLN2		1.0	1.0	4.0	
KCNN4		3.0	2.0	4.0	3.0
AC115522.3				4.0	
IRGC				2.0	
SMG9		1.0		4.0	1.0
LYPD5				4.0	9.0
CTB-33G10.11		1.0	1.0	2.0	
RRAS		1.0	1.0	2.0	
PRRG2				2.0	
NOSIP		1.0	2.0	3.0	1.0
AC017078.1				1.0	
AC017006.2				1.0	
AC017006.3				1.0	
RNU1-32P				3.0	
MIR4432				3.0	
AC007381.2		2.0	1.0	3.0	3.0
AC092667.2				4.0	
AC096670.3				6.0	
AC108463.1		2.0	2.0	4.0	1.0
AC108463.2				4.0	
RP11-181E10.3				4.0	
MIR4435-1HG		7.0	5.0	7.0	11.0
AC068491.3		2.0		3.0	
AC017002.2		2.0	1.0	4.0	
AC017002.1		2.0	1.0	4.0	
AC016683.5				3.0	
RP11-65I12.1				4.0	
PSD4		2.0	2.0	4.0	
AC016683.6		4.0	3.0	4.0	7.0
HOXD13				2.0	1.0
HOXD11		2.0	2.0	2.0	
AC009336.1				2.0	
HOXD9				2.0	
MIR10B				2.0	
HOXD10		2.0	2.0	2.0	
HOXD-AS2		1.0	1.0	2.0	
HOXD8				2.0	
HOXD3		2.0	2.0	2.0	
EVX2		2.0	2.0	2.0	
AC104076.2				2.0	1.0
AC104076.3				2.0	
C2orf62				4.0	
AC021016.6				4.0	
RP11-378A13.2				5.0	
MIR26B				5.0	
SLC11A1				5.0	
STK36		2.0	1.0	2.0	
CYP27A1		1.0		2.0	
COX4I2		1.0	1.0	3.0	
BCL2L1		2.0	1.0	4.0	
RP11-243J16.7				4.0	
RP11-410N8.3				6.0	
C20orf112		6.0	4.0	6.0	
FTLP1				2.0	
MMP9				2.0	
ZNF335		2.0		6.0	
PCIF1		1.0		6.0	
COX6CP2		3.0	1.0	4.0	
AJ006998.2		4.0	3.0	4.0	1.0
LINC00649		4.0	2.0	4.0	
AP000569.9				4.0	
AP000695.1				2.0	
PSMD4P1				2.0	
CHAF1B				2.0	
AP000695.6		2.0	3.0	2.0	1.0
AP000695.4		2.0	3.0	2.0	1.0
AP000696.2				1.0	
AP000697.6		1.0		1.0	
SIM2				1.0	
BPIFC		1.0	1.0	3.0	
FBXO7		3.0	1.0	3.0	
CTA-941F9.9		1.0		1.0	
RNU6-1161P				1.0	1.0
FBLN1				1.0	2.0
WI2-85898F10.1				1.0	2.0
CR536603.1				2.0	
CITF22-92A6.1		1.0		2.0	2.0
MIOX				4.0	
LMF2				4.0	
SCO2		1.0		4.0	
CTA-384D8.36				4.0	
TYMP				4.0	
CTA-384D8.35		1.0	1.0	4.0	
CTA-384D8.34		1.0		4.0	
CTA-384D8.31				4.0	
SYCE3				4.0	
CPT1B		2.0	1.0	4.0	
ADM2				4.0	
NCAPH2		1.0	1.0	4.0	
ODF3B		3.0	1.0	4.0	
CHKB-CPT1B		2.0	1.0	4.0	
CHKB		3.0	1.0	3.0	
KLHDC7B				4.0	
CHKB-AS1				3.0	
CTA-384D8.33		1.0	1.0	3.0	
MAPK8IP2		1.0	1.0	3.0	
ARSA		1.0	1.0	4.0	
AC091492.2				9.0	
MIR3714				2.0	
RP13-480C15.1				6.0	
MITF		1.0		1.0	
RP11-438D8.2		1.0	1.0	6.0	
XRN1		4.0	1.0	4.0	
RPL6P9				4.0	
RNA5SP143		1.0	1.0	4.0	
PLS1		2.0	1.0	3.0	1.0
RNU7-18P				4.0	
TFRC		4.0	2.0	4.0	
FBXL5		1.0		2.0	
CC2D2A		1.0	1.0	2.0	
RP11-380P13.2				1.0	
RP13-497K6.1				1.0	
RP11-380P13.1		1.0		1.0	
RP11-231C18.2		2.0	1.0	2.0	
RP11-231C18.1				2.0	
RP11-545H22.1		2.0	1.0	2.0	
AC006552.1		5.0	3.0	5.0	
KIT		2.0	1.0	4.0	
AC112249.1				3.0	
RNU6-145P				3.0	
RP11-688H10.1				3.0	
RNU6-615P				2.0	
LIN54		1.0		2.0	
RP11-476C8.2				5.0	
GAPDHP60		1.0		4.0	
RP11-529H2.1		3.0	2.0	4.0	1.0
OSMR		1.0		1.0	
CTD-2127H9.1				1.0	
MEF2C-AS1		7.0	5.0	7.0	
RN7SL562P				6.0	
CTD-2301A4.1				6.0	
PFN3				4.0	
MXD3		2.0	1.0	3.0	
F12		1.0		4.0	
GRK6		1.0		4.0	
RP11-405O10.2				6.0	
AL050335.1		2.0	1.0	2.0	
GMPR		4.0	2.0	4.0	
XXbac-BPGBPG34I8.1		2.0		6.0	36.0
HNRNPA1P1		6.0	1.0	6.0	13.0
ZNF184		7.0	1.0	8.0	34.0
NPM1P51		1.0	1.0	7.0	
AL035588.1				7.0	
RP11-298J23.5				7.0	
TFEB		7.0	3.0	7.0	
PGC		1.0	1.0	7.0	
RP11-298J23.8				5.0	
PRICKLE4		4.0	1.0	5.0	
TOMM6				4.0	
RP11-298J23.9				4.0	
SNORA8				4.0	
FRS3		1.0		5.0	
USP49		2.0	1.0	4.0	
RP5-973N23.4				2.0	
MED20		1.0		5.0	
CCND3		9.0	4.0	10.0	
RNU6-761P				9.0	
RP11-533O20.2		1.0		8.0	
TAF8		3.0	2.0	8.0	
RP11-7K24.3				3.0	
C6orf132				3.0	
RP1-261G23.5				1.0	
RP11-344J7.2		2.0	2.0	2.0	10.0
AL109615.1				2.0	
RP5-1120P11.3				2.0	
RP5-1120P11.4				2.0	
RP5-1120P11.1		2.0	1.0	2.0	4.0
CEP57L1				4.0	
RP11-425D10.4				6.0	
MICAL1		1.0		3.0	
ZBTB24		1.0		2.0	
FIG4		3.0	1.0	4.0	
TPD52L1				1.0	
HDDC2		1.0		1.0	
CTA-31J9.2				3.0	
RP1-287H17.1		4.0	1.0	4.0	
RP11-557H15.4				3.0	2.0
RP3-352A20.1		5.0	2.0	4.0	
MYB-AS1				7.0	
MIR548A2				6.0	
MYB		7.0	4.0	7.0	
RP1-32B1.4		1.0	1.0	3.0	
RP3-388E23.2		3.0		4.0	
AHI1		5.0		5.0	
LINC00271		3.0	1.0	3.0	
AL360178.1				2.0	
RP1-155D22.2		3.0	1.0	3.0	
AC147651.4				2.0	
UNCX		2.0	3.0	2.0	
AC073094.4		1.0		2.0	
AC004854.4				4.0	
MIR4657				4.0	
PPIA				4.0	
H2AFV		4.0	2.0	4.0	
PURB				4.0	
AC013436.6				6.0	
IKZF1		6.0	3.0	8.0	2.0
AC073850.6				3.0	
CD36		4.0		4.0	
SEMA3C				2.0	
RP4-604G5.3				3.0	
AZGP1		1.0		3.0	
AZGP1P1		1.0		3.0	
ZSCAN21				2.0	
COPS6				2.0	
MIR25				2.0	
MIR93				2.0	
MIR106B				2.0	
AP4M1				2.0	
ZNF3		2.0	1.0	2.0	
MCM7				2.0	
TAF6				2.0	
RP11-506M12.1				3.0	
CNPY4				3.0	
MBLAC1				3.0	
AC073842.18		1.0		2.0	
LAMTOR4				2.0	
C7orf43				2.0	
MIR4658				2.0	
GPC2		1.0		2.0	
AC073842.19				2.0	
GAL3ST4				2.0	
PVRIG2P				5.0	
SPDYE3				5.0	
PMS2P1		4.0	1.0	5.0	
STAG3L5P		1.0		5.0	
STAG3L5P-PVRIG2P-PILRB		1.0		5.0	
PILRB		1.0		5.0	
ZCWPW1		1.0		4.0	
GNB2		1.0		6.0	
POP7		2.0	1.0	4.0	
TFR2		5.0	3.0	7.0	
ACTL6B				6.0	
EPO		2.0		5.0	
ZAN		4.0	2.0	5.0	
RN7SL750P				2.0	
SLC12A9		1.0		6.0	
EPHB4				3.0	
RN7SL549P		3.0		6.0	
RP13-650G11.1				5.0	
MUC3A		2.0	1.0	4.0	
RP11-395B7.2				1.0	
RP11-395B7.4				2.0	
MUC17		1.0	1.0	2.0	
RN7SKP54				2.0	
RP11-395B7.7				2.0	
TRIM56		1.0		2.0	
SERPINE1				1.0	
RP11-148K1.10				2.0	
CDK5		1.0		2.0	
RP11-148K1.12				1.0	
FASTK				1.0	
TMUB1				1.0	
ATG9B				2.0	
SLC4A2		1.0		2.0	
AGAP3				1.0	1.0
ABCB8				2.0	
FP15737		1.0	1.0	3.0	
RNU4-71P		1.0		3.0	
RP11-583M2.2		1.0		2.0	1.0
SLC25A37		3.0	1.0	3.0	2.0
RP11-1007J8.1				2.0	
RP11-70J12.1				3.0	
RP11-6J24.3				2.0	
PPAPDC2				2.0	
RP11-6J24.6		1.0		2.0	
CDC37L1				3.0	
SPATA6L		2.0		2.0	
AK3		3.0	1.0	5.0	
RP11-307I14.4		4.0	1.0	5.0	1.0
RP11-307I14.2		3.0	1.0	5.0	
PES1P2		1.0		1.0	
RP11-284P20.3				1.0	
LINC00583				1.0	
ACO1		1.0		1.0	
DDX58				1.0	
RP11-535C21.3				5.0	
RNU6-918P		2.0	1.0	2.0	
ANP32B		3.0	1.0	5.0	7.0
RNA5SP296				1.0	
MIR4672				1.0	
ENG				1.0	
RP11-228B15.4				1.0	
AK1		1.0		1.0	
RP11-203J24.9				1.0	
ST6GALNAC4				1.0	
OBP2B		3.0	2.0	7.0	2.0
MED22		1.0	1.0	6.0	
RP11-244N20.7				6.0	
SNORD24				5.0	
SNORD36B				5.0	
SNORD36A				5.0	
SNORD36C				5.0	
SLC2A6		3.0	2.0	3.0	3.0
CACFD1		2.0	1.0	3.0	1.0
RNU6-537P				4.0	
MTOR-AS1		1.0		4.0	
AL391650.1				1.0	
TRIM63		1.0		1.0	
PDIK1L		2.0	1.0	2.0	
RP11-415J8.7				1.0	
AL513327.1				1.0	
MIR3605				1.0	
RN7SKP16				1.0	
A3GALT2		1.0		1.0	
RP11-415J8.3		1.0		1.0	
PHC2				1.0	
RP11-415J8.5				1.0	
RNU6-608P				4.0	
RP4-635E8.1				2.0	
RP11-399E6.4				2.0	
FOXO6		2.0	1.0	2.0	
RNU6-1026P				1.0	
RP1-158P9.1		3.0	2.0	3.0	4.0
RNA5SP20				1.0	
RN7SL370P				1.0	
ZZZ3		1.0		2.0	
RP11-181C21.4				1.0	
NSRP1P1		1.0		2.0	
RP11-181C21.6				2.0	
NEXN-AS1				2.0	
FAM73A		1.0		2.0	
NEXN		1.0		2.0	
RNU6-1102P				1.0	
RP11-386I14.3				1.0	
RNA5SP22				1.0	
RNFT1P2				1.0	
GIPC2		2.0	2.0	2.0	
RP11-307C12.11				7.0	
EFNA4				7.0	3.0
EFNA3				7.0	3.0
MIR214				4.0	
MIR199A2				4.0	
DNM3OS				4.0	
RP4-798P15.3		2.0	1.0	5.0	
TSEN15		2.0	1.0	2.0	
MIR1231				2.0	
IPO9-AS1				2.0	3.0
IPO9		2.0		3.0	
SHISA4		1.0		2.0	
RP11-465N4.2				1.0	
RP11-307B6.3				2.0	
TIMM17A				1.0	
RNPEP				1.0	
SNORA72				3.0	
RAB7L1		1.0		2.0	
NUCKS1		2.0	1.0	2.0	
SLC41A1				2.0	
RP11-365D23.4				1.0	
RP11-129O7.2				3.0	
RN7SKP241				6.0	
PRTFDC1		6.0	1.0	6.0	
RNA5SP319				1.0	
RP11-524O24.2				1.0	
DNA2				1.0	
SLC25A16		1.0		1.0	2.0
COX20P1				1.0	
RP11-119F7.3				1.0	
TET1		1.0		1.0	
PPIF		2.0	1.0	6.0	
RP11-342M3.5		2.0		5.0	
RP11-76P2.4				5.0	
PLCE1-AS1		3.0	1.0	7.0	3.0
SEC31B				2.0	
NDUFB8				1.0	
HIF1AN		1.0		1.0	
RP11-179B2.2				3.0	
FAM178A				3.0	
PAX2		3.0		3.0	1.0
C10orf32		1.0		6.0	
RP11-753C18.8				4.0	
RP11-724N1.1				4.0	
C10orf32-ASMT		4.0		6.0	2.0
RNU6-372P				5.0	
RNU6-728P				1.0	1.0
MIR3941				2.0	
MIR4296				1.0	
H19		2.0	1.0	2.0	1.0
AC013791.2				3.0	
RP11-587D21.1				1.0	
LINC00678		1.0		2.0	1.0
RP11-587D21.4		4.0	1.0	4.0	
RP4-710M3.1				2.0	3.0
RP4-710M3.2		1.0		2.0	
SEC14L1P1				1.0	
RP11-613D13.5		1.0		1.0	
HSD17B12		2.0		2.0	
ALKBH3				1.0	
RP11-793I11.1		8.0	3.0	9.0	5.0
NDUFA3P2				3.0	
AP000807.2				3.0	
AP000807.1				3.0	
PPP6R3		3.0	1.0	3.0	
LRP5		2.0	1.0	3.0	
RP11-543P15.1				2.0	
RP5-1063M23.2				2.0	
RP5-1063M23.1				2.0	
CDKN1B		2.0		3.0	
RP11-180M15.4				3.0	
MIR613				3.0	
RP11-59H1.4				2.0	
RP11-180M15.3		1.0		3.0	
GPR19		1.0		3.0	
RP11-474P2.2				1.0	
RP11-474P2.4				1.0	
SLC38A2		1.0		1.0	
RP11-96H19.1		1.0		1.0	3.0
RP11-70F11.7		1.0		4.0	3.0
RP11-70F11.2				4.0	
RP11-70F11.11				4.0	
BCDIN3D-AS1				4.0	
BCDIN3D				4.0	
RP11-70F11.8				4.0	
NACA				3.0	
HSD17B6		3.0	1.0	5.0	1.0
AC090673.2				3.0	
RP11-366L20.3				5.0	
RN7SL804P		1.0		3.0	
RP11-159A18.1		3.0	2.0	3.0	1.0
YEATS4		1.0	1.0	4.0	
RP11-956E11.1		2.0		3.0	
FRS2				3.0	
SOCS2		2.0	1.0	3.0	3.0
RP11-887P2.3		1.0		1.0	
SOCS2-AS1		1.0		3.0	
RP11-512N21.1				2.0	
RP11-554E23.3				2.0	
RP11-554E23.2		1.0		2.0	
CCDC53		2.0	1.0	2.0	6.0
DRAM1		2.0	1.0	3.0	1.0
RP11-554E23.4				2.0	
RP3-521E19.2				5.0	
RN7SKP71				5.0	
RN7SL865P				3.0	
RP11-110L15.1		3.0	2.0	3.0	
RP11-512M8.3				2.0	
RPL21P1				2.0	
CLIP1		2.0		2.0	2.0
RP11-324E6.8				2.0	
HCAR1		5.0	4.0	5.0	
RP11-197N18.7				4.0	
hsa-mir-8072		1.0	1.0	3.0	
SETD8		2.0	1.0	5.0	2.0
RP11-408I18.9				2.0	
FAM101A		5.0	5.0	6.0	11.0
AL139328.1				3.0	
CHCHD2P11		1.0		3.0	
DGKH		4.0	3.0	4.0	
RP11-432M24.4		1.0		1.0	
ARL11				1.0	
AL135901.1				2.0	
EBPL		2.0	1.0	2.0	1.0
KPNA3		1.0		2.0	
RNY4P30		1.0		1.0	
CTAGE10P		1.0		1.0	
RNY4P9				2.0	
MIR16-1				1.0	
RPL18P10				1.0	
TRIM13				1.0	
KCNRG				1.0	
RP11-175B12.2		2.0		5.0	5.0
DLEU7		2.0		2.0	1.0
RP11-318G21.4				1.0	
RN7SL810P				1.0	
EDNRB		1.0		1.0	
RNF219-AS1				1.0	
SNORD8				1.0	
RP11-689J19.1				1.0	
EIF4EBP1P1				1.0	
RN7SL650P				1.0	
RAB2B				1.0	
CHD8		1.0		1.0	
RP11-124D2.7				4.0	
PPP1R3E				4.0	
PABPN1		1.0		3.0	
AL049829.1				3.0	
SLC22A17				3.0	
EFS				3.0	
RP11-124D2.3				3.0	
IL25		1.0		3.0	
HOMEZ		3.0	1.0	4.0	
BCL2L2				4.0	
BCL2L2-PABPN1		1.0		3.0	
RNU6-802P		1.0		3.0	
ADCY4		1.0	1.0	3.0	
RP11-934B9.3		1.0	1.0	3.0	
RIPK3				3.0	
CTD-2568P8.1		1.0		1.0	3.0
PPM1A				1.0	
RP11-1042B17.1				1.0	
RP11-1042B17.2				1.0	
RP11-1042B17.5				1.0	
CHGA				1.0	
RP11-862G15.1				1.0	
RP11-862G15.2				1.0	
RP11-1008C21.2		1.0		1.0	
RP11-1008C21.1				1.0	
RP11-346D14.1		1.0		1.0	
RP11-321F6.1				2.0	2.0
RP11-158M2.3				2.0	
RP11-158M2.5				2.0	
MIR1276				2.0	
RP11-158M2.6				2.0	
RNU6-231P				1.0	
MIR548AP				1.0	
RP11-158M2.4				2.0	
KLHL25		1.0		2.0	
RP11-35O15.1		3.0	2.0	4.0	
JMJD8				3.0	
LA16c-313D11.12				2.0	1.0
LA16c-380A1.1				2.0	
METRN				2.0	
FAM173A				2.0	
CCDC78				2.0	
HAGHL		2.0	1.0	2.0	
MSLN				3.0	
MSLNL				3.0	
MIR662				3.0	
WDR24				2.0	
FBXL16				2.0	
NARFL		2.0	1.0	3.0	
RN7SL219P				1.0	
MIR1225				2.0	
RP11-304L19.1				2.0	
NPW				1.0	
SLC9A3R2				1.0	
TSC2		1.0		2.0	
PKD1		2.0	1.0	3.0	
RP11-304L19.3				2.0	
NTHL1				1.0	
RP11-304L19.2				3.0	
MIR4516				3.0	
MIR3180-5				3.0	
RP11-304L19.5				3.0	
SNORD60				3.0	
RP11-304L19.4		1.0		3.0	
RAB26				3.0	
TRAF7		1.0	1.0	4.0	
MLST8		1.0		4.0	
AC009065.3				4.0	
RP11-304L19.8				3.0	
PGP		3.0	1.0	3.0	
RP11-304L19.12				3.0	
DNASE1L2				3.0	
BRICD5				4.0	
E4F1				3.0	
CASKIN1		2.0	1.0	4.0	
RP11-304L19.11				3.0	
ECI1				3.0	
RNPS1				3.0	
AC009065.1				3.0	
RP11-462G12.2				3.0	
RP11-462G12.1				3.0	
PPL		2.0		3.0	
MIR1972-1				2.0	
RP11-680G24.5				2.0	
RP11-72I8.1				2.0	
NTAN1		1.0		2.0	
PDXDC1		2.0	3.0	2.0	
CTD-2515A14.1		1.0		3.0	
SLC5A11				2.0	
CTD-2574D22.4				2.0	
CTD-2574D22.2				2.0	
HIRIP3				2.0	
INO80E				2.0	
RNU6-1153P				2.0	
RP11-44F14.5				2.0	
AKTIP				2.0	1.0
RBL2		2.0	1.0	2.0	
RP11-158I3.3				1.0	
LINC00917		1.0		1.0	
RP5-1142A6.5				3.0	
CTU2		1.0	1.0	3.0	3.0
MIR4722				3.0	
RNF166		1.0	1.0	3.0	2.0
SPEM1		1.0	1.0	3.0	3.0
C17orf74				3.0	
FGF11		1.0		3.0	
RP11-104H15.8				3.0	
RP11-104H15.10		1.0		3.0	
SLC35G6				4.0	
CHRNB1		1.0		3.0	1.0
RP11-104H15.7		3.0	2.0	3.0	3.0
TMEM102				3.0	
RP11-104H15.9				3.0	
EFNB3		2.0	1.0	4.0	
RP11-218M11.3				4.0	
RP11-218M11.1				4.0	
KRT17P3				4.0	
ALOX12P1		1.0		4.0	
RP11-271K11.1				4.0	
TBC1D29		2.0	1.0	4.0	
RP11-218M11.6				4.0	
AC006050.2		1.0		4.0	
SMURF2P1				3.0	
GOSR1				4.0	
CTD-2349P21.1				2.0	
RNU6-298P				3.0	
RP13-753N3.1				3.0	
CTD-2349P21.11				3.0	2.0
TEFM				4.0	
RP11-848P1.5				3.0	
MIR4733				3.0	
RP11-142O6.1				2.0	
RP11-271K11.5				3.0	
RP11-848P1.9		2.0		3.0	1.0
AK4P1				3.0	
AC006449.1				2.0	
CISD3				2.0	
RNA5SP440				2.0	
CTB-58E17.5				2.0	
RNU6-866P				2.0	
MLLT6				2.0	
PCGF2		1.0		2.0	
PSMB3		1.0		2.0	
PIP4K2B		1.0		2.0	
CWC25				1.0	
HEXIM1		1.0		1.0	
HEXIM2				1.0	
RP13-890H12.2		1.0		1.0	
ACBD4		1.0		2.0	
AC002117.1		1.0		1.0	
CTD-2020K17.1				1.0	
RNU1-42P				1.0	
RP11-501C14.5		1.0		3.0	
RNU6-826P				3.0	
RP11-501C14.7				3.0	
RP11-501C14.6		1.0		3.0	
TACO1				3.0	
RP11-51F16.9		1.0		3.0	
RP11-51F16.5				3.0	
DCAF7				3.0	
MAP3K3		3.0	2.0	3.0	
RN7SL805P				2.0	
CSH2				3.0	
GH2		1.0		3.0	
RP11-630H24.3		2.0	1.0	3.0	
CSH1				3.0	
