gene_name	fg_pleio_degree_finemap	pleio_degree	pleio_degree_maxindep	pleio_degree_locuswide	fg_pleio_degree
POMGNT2				1.0	
AC109583.1				1.0	
MYL3				1.0	
CCDC71		1.0	1.0	2.0	
RNU6-108P				1.0	
RNU6-483P				1.0	
PDE12				1.0	
RP11-755B10.4				1.0	
RNU6ATAC26P				1.0	
ARF4		1.0		1.0	
RP11-755B10.2				1.0	
DNAH12				1.0	1.0
DENND6A				1.0	
SUCLG2		1.0		1.0	
RP11-274H2.2				1.0	
PLSCR4				1.0	
ZIC4-AS1				1.0	
ZIC4				1.0	
ZIC1				1.0	
RP11-649A16.1		1.0		1.0	
NPM1P28		1.0		1.0	1.0
RP11-362A9.3		1.0		1.0	1.0
RP11-211G3.2				2.0	
RTP2				2.0	
RP11-211G3.3		1.0		2.0	
AC063932.1				1.0	
LETM1				1.0	
RP11-22A3.2		1.0		1.0	1.0
RP11-22A3.1		1.0		1.0	2.0
RN7SKP30				1.0	
RP11-528I4.2				1.0	
CLOCK		1.0		1.0	
RP11-766F14.2		1.0		1.0	
MTTP				1.0	1.0
RP11-766F14.1				1.0	
RP11-728C8.1		1.0		1.0	
MIR578				1.0	
HADHAP1				1.0	
CPE		1.0		1.0	
CTD-2083E4.6				1.0	
CTD-2083E4.5				1.0	
SDHA		1.0		1.0	
CTD-2004A9.1				1.0	
CTD-2325A15.3				1.0	
AK4P2		1.0		1.0	
CTC-575I10.1				1.0	
CBX3P3		1.0		1.0	
RNU6-482P				1.0	
APC		1.0		1.0	
CTC-554D6.1				1.0	
KIAA1024L		1.0		2.0	3.0
CTC-575N7.1		2.0	1.0	2.0	8.0
MIR3936				3.0	
RP11-546B8.1		1.0		1.0	
RN7SL339P				1.0	
RP11-117L6.1		1.0		1.0	
RP11-546B8.5				1.0	
TLX3				1.0	
CTB-33O18.2				1.0	
CTB-33O18.3				1.0	
BOD1		1.0		1.0	
CTB-33O18.1		1.0		1.0	
CTB-43E15.1				1.0	
PNPLA1		1.0		1.0	7.0
NUDT19P4				1.0	
RP1-288M22.2		1.0		1.0	
RNU6-155P				1.0	
RP11-486E2.1		2.0	1.0	1.0	2.0
RP5-991C6.3		1.0		1.0	
AL121963.1				2.0	
NIP7P3				2.0	
COL10A1		1.0		2.0	
RP1-93H18.7				1.0	1.0
DSE		1.0		1.0	
RP1-93H18.1				1.0	
RN7SKP106		1.0		1.0	
RPS3AP23		1.0		1.0	
RP11-137J7.3				1.0	
NMBR		2.0		1.0	
RP11-440G9.1		1.0		1.0	
RP1-67K17.3		1.0		1.0	
RP1-67K17.4				1.0	
RP11-162J8.2				1.0	
SRP72P2		1.0		1.0	
RP11-732M18.3		1.0		1.0	
RP1-230L10.1		2.0	1.0	2.0	
RNU6-153P				1.0	
T		1.0		1.0	
RP3-495K2.3		1.0		1.0	
RP3-495K2.2		1.0		1.0	
RP3-495K2.1		1.0		1.0	
AC004744.3				1.0	
AKR1D1				1.0	
AC006452.1				2.0	
DENND2A		2.0		2.0	
RP11-252C15.1		1.0		1.0	
LINC00681		1.0		1.0	
CSGALNACT1		2.0	3.0	2.0	1.0
R3HCC1				1.0	
LOXL2		1.0		1.0	
RP11-177H13.2				1.0	
RP11-446E9.2				1.0	
RN7SL323P				1.0	
PENK		1.0		1.0	
SDR16C6P		1.0		1.0	
RP11-17A4.2		1.0		1.0	
RP11-328L11.1				1.0	
MIR1208		1.0		1.0	
RN7SKP226		1.0		1.0	4.0
AC083843.2		1.0		1.0	
AC083843.3				1.0	
RP11-1057B8.2				1.0	
AC104592.1				2.0	
AC110280.1				1.0	
SCXA				1.0	
CTD-3232M19.2				1.0	
RP11-120J1.1				1.0	
NFIB		2.0	1.0	2.0	
RNU6-14P				1.0	
RP11-15B24.3				1.0	
RP11-15B24.4				1.0	
RP11-1E11.1				1.0	
RP11-1E11.2		1.0		1.0	
RNU6-677P				1.0	
RP11-2B6.3		1.0		1.0	
MIRLET7DHG		1.0		1.0	
RP11-173G21.1				1.0	
RP11-202G18.1		3.0	1.0	3.0	
RP11-168K11.3				1.0	
RP11-168K11.2		1.0		2.0	
RGS3		2.0	1.0	2.0	
RP11-65J3.2				1.0	
AL353803.1		1.0		1.0	
RP11-65J3.14				1.0	
RP11-65J3.3				1.0	
RP11-492E3.51				1.0	
LINC00963				1.0	
SLC45A1				1.0	
RP1-134O19.3				1.0	
RP11-5P18.1				1.0	
RP11-5P18.3				1.0	
COX6B1P7				1.0	
MIR4654				1.0	
NOS1AP		2.0	2.0	2.0	
RP11-421L10.1		1.0	1.0	1.0	
MPP7		1.0	1.0	1.0	
INPP5A		1.0	1.0	1.0	
C11orf16				2.0	
CCDC34		1.0	1.0	1.0	3.0
RNA5SP339				1.0	
PDHX		1.0	1.0	1.0	1.0
MS4A4E				1.0	4.0
FAM89B				4.0	
SSSCA1				4.0	
RP11-356J5.5				1.0	
MRPS36P4				1.0	
RPS12P21				1.0	
RPS6P16				1.0	
AP002884.1				1.0	
C11orf34				1.0	
ST13P10				1.0	
SDHD				1.0	
PTS		1.0	1.0	1.0	
AP002884.2				1.0	
BCO2				1.0	
RP11-356J5.12				1.0	
RP11-136I14.4				1.0	
AP000997.1				1.0	
AP000997.2		1.0	1.0	1.0	
RP11-136I14.5				1.0	
AP000797.3		1.0		1.0	
AL135998.1				1.0	
MRPL52				1.0	
REM2				1.0	
SLC7A7				1.0	
LRP10				1.0	
RP11-894P9.1		1.0	1.0	2.0	
RP11-73M18.6				2.0	
RP11-73M18.10				2.0	
RP11-73M18.7				2.0	
RP11-73M18.8				2.0	
AL049840.1				2.0	
RP11-73M18.9				2.0	
XRCC3				2.0	
ZFYVE21				2.0	
MIR4713				2.0	
RP11-108K3.3				2.0	
RP11-883G14.3				1.0	
RP11-883G14.2		1.0	1.0	1.0	
CTD-3032H12.3		1.0	1.0	1.0	2.0
C17orf105				2.0	1.0
RP5-905N1.2				2.0	
FAM215A				2.0	
MPP2		1.0	3.0	2.0	
RP11-527L4.5				2.0	
RP11-527L4.6		1.0	1.0	2.0	
RP11-893F2.5				1.0	
RP11-893F2.15				1.0	
RP11-893F2.6				1.0	
SUMO2P7				1.0	
RP11-893F2.9				1.0	
TMEM92		1.0	1.0	1.0	
RPL31P60				2.0	
AC008738.2				1.0	
CTD-2540B15.10				1.0	
C2orf91				2.0	
AC104781.1				1.0	
EML6		2.0	2.0	2.0	4.0
RNU7-81P				1.0	
AC093590.1		1.0	1.0	1.0	
AC000077.2		1.0	1.0	2.0	
CTA-292E10.8				2.0	
CTA-292E10.7				2.0	
CTA-292E10.6		2.0	1.0	2.0	5.0
ZNRF3-AS1				2.0	
RNA5SP133				1.0	
RP11-20I20.1				1.0	
CRIPAK				1.0	
NKX1-1		1.0	1.0	1.0	
PCYOX1L				1.0	
RP11-394O4.3				1.0	
AC131025.8		1.0	1.0	1.0	
MIR143				1.0	
MIR145				1.0	
MIR143HG		1.0	1.0	1.0	
IL17B				1.0	
LINC00326		1.0	1.0	1.0	1.0
RP11-704J17.2				1.0	
RP11-704J17.5				1.0	
RP1-283K11.2				1.0	
AC005550.5				1.0	
RPL36AP26				1.0	
MEOX2		1.0	1.0	1.0	
AC005550.3				1.0	
AC005550.4				1.0	
CTA-242H14.1				1.0	
CTA-351J1.1				1.0	
ATXN7L1		1.0	1.0	1.0	
RP11-375N15.1		4.0	3.0	5.0	1.0
MIR597				2.0	
RP11-1E4.1		1.0	1.0	1.0	
AC120194.1				1.0	
TRAM1		1.0	1.0	1.0	
RP11-382J12.1				1.0	
RP11-78H24.1		1.0		1.0	4.0
RP11-48F14.1				1.0	
ABLIM2				1.0	3.0
RP11-123K19.2				1.0	
RP1-163G9.2				1.0	
RP11-338N10.1				2.0	
RP11-338N10.2				2.0	
CAMTA1		2.0	1.0	2.0	
RP11-338N10.3				2.0	
RP3-467L1.6				3.0	
RP3-467L1.4		1.0	1.0	2.0	
PER3		1.0	1.0	2.0	
RNU6-828P				3.0	
MIR1273D				2.0	
KIF1B		3.0	1.0	3.0	2.0
RNU6-37P				2.0	
RN7SL731P				2.0	
RP4-736L20.3				2.0	
CORT				2.0	
RP5-1113E3.3				2.0	
APITD1				2.0	2.0
APITD1-CORT				2.0	2.0
DFFA		1.0	1.0	2.0	
RP11-70P17.1				2.0	
MYCL				2.0	
RP1-118J21.5				2.0	
MFSD2A		1.0		3.0	
RP3-342P20.2				3.0	
RP1-228H13.1				1.0	
RP1-228H13.2				1.0	
HPDL		1.0	1.0	1.0	
ZSWIM5		1.0		1.0	
MIR761				1.0	
TSEN15P2				1.0	
AL589663.1				1.0	
NRD1		1.0	1.0	1.0	
RAB3B				1.0	
RP5-1007M22.2		1.0	1.0	2.0	
RP11-413E1.4				1.0	
LRRC8B		1.0		2.0	
LRRC8C		1.0	1.0	1.0	
RP11-302M6.4		1.0	1.0	1.0	
RP5-943J3.1				1.0	
RP11-96K19.4				1.0	
RP11-96K19.5				1.0	
CD53		1.0	1.0	1.0	
RP11-96K19.2				1.0	
LRIF1				1.0	
RP4-591B8.3				1.0	2.0
RPS7P2				2.0	
MIR5698				2.0	
RN7SL431P				2.0	
NUP210L		2.0	1.0	2.0	
TPM3		1.0		2.0	
MIR765				2.0	
PEAR1		2.0	1.0	2.0	
ARHGEF11		1.0	1.0	2.0	
LRRC71				2.0	
RN7SL612P				1.0	
RP11-110J1.2		1.0	1.0	1.0	
KRT8P45		1.0	1.0	1.0	
ETV3L				1.0	
CYCSP52				1.0	
ETV3				1.0	
hsa-mir-4259				1.0	
AL590560.1				1.0	
SLAMF9				1.0	
RP11-190A12.7				1.0	
CCDC19				1.0	
TAGLN2		1.0	1.0	1.0	
RP11-48O20.4				1.0	
IGSF9				1.0	
B4GALT3				2.0	
ADAMTS4		1.0	1.0	2.0	
AL590714.1				2.0	
APOA2				2.0	
TOMM40L				2.0	
MIR5187				2.0	
PPOX				2.0	
NDUFS2				2.0	
FCER1G		1.0	1.0	2.0	
NR1I3				2.0	
GM2AP2		1.0	1.0	1.0	1.0
RNU6-290P				1.0	2.0
RP1-81F6.1				1.0	
RN7SL425P				1.0	
PRRC2C		1.0		2.0	1.0
PFN1P1				1.0	1.0
RPL4P3		1.0	1.0	1.0	
DNM3-IT1				2.0	
RNU6-693P				1.0	
HNRNPA1P59				1.0	
RP11-38O14.5				1.0	
KLHL12				1.0	
ADIPOR1		1.0	1.0	1.0	
CYB5R1				1.0	
RP11-494K3.2				2.0	
NFASC		2.0	1.0	3.0	
AL583832.1				3.0	
SNRPGP10				2.0	
LEMD1		1.0	1.0	2.0	
RP11-164O23.5				1.0	
C4BPA		1.0		1.0	
YOD1				1.0	
PFKFB2				1.0	
RP11-365O16.1		1.0	1.0	1.0	
RP11-365O16.3				1.0	
FBXO28				1.0	
DEGS1				1.0	
RP11-365O16.6				1.0	
RP11-439E19.10				1.0	
RP11-397A15.4				1.0	
SCCPDH				1.0	
RP11-439E19.8		1.0	1.0	1.0	
RP11-439E19.3				1.0	
AHCTF1				1.0	
RP11-118K6.2				1.0	
RP11-118K6.3		1.0	1.0	1.0	
PFKP				1.0	
RP3-323N1.2				1.0	
PROSER2		2.0	1.0	2.0	
PDLIM1		1.0	1.0	1.0	
TECTB		2.0	2.0	2.0	
GUCY2GP		1.0	1.0	3.0	
ACSL5		2.0	1.0	2.0	
RP11-324O2.3				2.0	
RP11-324O2.6				2.0	
ZDHHC6		1.0	1.0	2.0	
RP11-567J24.4				3.0	
RN7SL749P				3.0	
AC090587.5				1.0	1.0
AC090587.4				1.0	1.0
MIR4687				1.0	
AC090804.1				1.0	
SNORA7				1.0	
OR52N3P				1.0	
OR52N2				1.0	
OR52E6				1.0	
OR52E8				1.0	
OR52E7P				1.0	
OR52E4				1.0	
LYVE1				1.0	
AC103828.1				4.0	
MIR3161				2.0	
OR5BA1P				1.0	
RP11-734C14.2		1.0	1.0	1.0	
OR10W1				1.0	
OR5BC1P				1.0	
OR5B19P				1.0	1.0
OR5B10P				1.0	1.0
OR5B21				1.0	1.0
LPXN		1.0	1.0	1.0	
RNU6-1243P				2.0	
FADS3				3.0	1.0
RP11-31L22.3				1.0	
ARAP1-AS1				1.0	
PDE2A				1.0	
AP002381.2				1.0	
RP11-735A19.2				1.0	
SRSF8				1.0	
RP11-64D24.2		2.0	1.0	3.0	
NNMT				2.0	
AP000936.2				2.0	
RNY4P6				2.0	
SCARNA11				3.0	
AP000892.8				1.0	
RNF214		1.0	2.0	3.0	
CEP164		1.0	2.0	2.0	1.0
AP000892.4				2.0	
BACE1		1.0	1.0	2.0	1.0
RNU6-592P				3.0	
PATE1		1.0	1.0	1.0	
PATE2				1.0	
PATE3				1.0	
RN7SL69P				2.0	
CD9		1.0	1.0	2.0	
RP1-96H9.5		1.0	1.0	1.0	
OVCH1				3.0	
RNU6-494P				1.0	
FGD4		1.0	1.0	1.0	
RP11-278C7.1				1.0	
DNM1L				1.0	
YARS2		1.0	1.0	1.0	
TUBA1A				2.0	
RP11-977B10.2		1.0	1.0	2.0	
RP11-161H23.5				1.0	
PRPH				1.0	
C1QL4				1.0	
RP11-161H23.9		1.0	1.0	1.0	1.0
TROAP				1.0	
DNAJC22				1.0	
MCRS1				1.0	
SPATS2		1.0	1.0	1.0	
BIN2		2.0	1.0	2.0	
CELA1				1.0	
DAZAP2				2.0	
SMAGP				2.0	
SLC4A8				1.0	
GALNT6		1.0	1.0	1.0	
RP11-834C11.11				2.0	
RP11-834C11.10				2.0	
RP11-834C11.8				2.0	
RP11-977G19.12				2.0	
RNU7-40P				2.0	
APOF				1.0	
RP11-348M3.2				1.0	
RP11-977G19.10		1.0		2.0	
RP11-977G19.11		1.0		2.0	
CNPY2				2.0	
PAN2				2.0	2.0
RNU6-343P				2.0	
SNORD59A				2.0	
RN7SL809P				2.0	
RBMS2				2.0	
ATP5B		1.0	1.0	2.0	
RP11-74M13.3				2.0	
RP11-74M13.4		2.0	1.0	2.0	1.0
RP11-196H14.3				1.0	
RNU6-1009P				1.0	
RNU5A-7P				1.0	
C12orf66		1.0	1.0	1.0	
RPS11P6				1.0	
RP11-439H13.2		2.0	1.0	2.0	
TBK1				2.0	
RP11-338E21.3				2.0	
AC025262.1				2.0	
GNS		1.0	1.0	2.0	
RP11-629N8.3				1.0	
RP11-766N7.1				1.0	
RP11-766N7.3		1.0	1.0	1.0	
RP11-766N7.4				1.0	
TBC1D30				1.0	
MIR619				1.0	
RP11-711D18.2				2.0	
RNF34				2.0	
RP13-941N14.1				1.0	
RNU6-1004P				1.0	
ORAI1		1.0	1.0	2.0	
SNORA9				1.0	
ZCCHC8		1.0	1.0	1.0	
RSRC2				1.0	
RP11-463O12.3				2.0	
VPS37B				2.0	
RILPL1				1.0	
EEF1DP3		1.0	1.0	1.0	
FRY		1.0	1.0	1.0	
LRCH1		1.0	1.0	1.0	
RP11-98F14.11				1.0	
GRTP1-AS1		1.0	1.0	2.0	
GRTP1		2.0	1.0	2.0	
DCUN1D2-AS				2.0	
DCUN1D2				3.0	
COCH				2.0	
RP11-829H16.3				2.0	
STRN3		2.0	1.0	2.0	
MIR624				1.0	
RP11-829H16.5				1.0	
AP4S1		1.0	1.0	1.0	
RP11-248J18.3				1.0	
NIN				1.0	
AL356020.1				1.0	
RP11-547D23.1				1.0	
DDHD1		1.0	1.0	1.0	
MAPK1IP1L				1.0	1.0
RP11-698F20.3		1.0	1.0	1.0	
RP11-665C16.8				1.0	
RP11-665C16.5				1.0	
RP11-804M7.1				1.0	
RNU7-116P				1.0	
RP11-804M7.2		1.0	1.0	1.0	
RPS28P1				1.0	
SGPP1				1.0	
CTD-2325P2.3				2.0	
CTD-2325P2.2				2.0	
RNU6-921P				2.0	1.0
RN7SL224P		1.0	1.0	2.0	1.0
RP11-723P16.3				2.0	
BLZF2P				2.0	
HMGN1P3				2.0	
BANF1P1				2.0	
ACTN1-AS1		1.0		2.0	1.0
RP11-226F19.1		1.0	1.0	2.0	
RP11-363J20.1				2.0	1.0
RP11-363J20.2		1.0	1.0	2.0	1.0
CATSPERB		1.0		1.0	
BTBD6				3.0	
BRF1		3.0	2.0	3.0	
PACS2				2.0	
KRT8P24				1.0	
RN7SL577P				2.0	
RP11-1129I3.1				1.0	
RP11-31H5.1				2.0	
HNRNPA3P11				1.0	
RP11-244F12.2				3.0	
TPM1		3.0	2.0	3.0	
RP11-244F12.3		1.0		3.0	
RP11-69G7.1				3.0	
GAPDHP61				1.0	
ZNF609		1.0	1.0	2.0	
MIR1272				3.0	
RBPMS2		2.0	1.0	3.0	
PIF1				3.0	
CTD-2562G15.2				1.0	
SNX33				2.0	
CTD-2026K11.1				1.0	
CSPG4				1.0	
AC105020.1				1.0	
RP11-326A19.3				1.0	
RNU7-195P				1.0	
HMGB1P8				1.0	
RP11-326A19.4				1.0	2.0
MIR3174				2.0	
ZNF710		2.0	1.0	2.0	3.0
AC068831.6				3.0	
VPS33B				3.0	1.0
AC020663.1				1.0	
ROGDI				1.0	
RP11-165E7.1				1.0	
RP11-77H9.8				2.0	
USP7		2.0	1.0	2.0	
RP11-467J12.4				1.0	
CBFB				1.0	
TPPP3				1.0	
RNU1-123P				1.0	
RP11-297D21.2				2.0	
AC009061.1				2.0	
ZDHHC1				1.0	1.0
HSD11B2				3.0	
7SK				1.0	
RN7SL33P				1.0	
SAMD11P1				1.0	
EIF4A1P9		1.0	1.0	1.0	
CAMKK1				1.0	
P2RX1		1.0	1.0	1.0	
RN7SL784P				2.0	
RP11-589P10.5				1.0	
RNASEK				2.0	
AC040977.1				2.0	
RNASEK-C17orf49				2.0	
C17orf49				2.0	
MIR497HG				2.0	
SLC16A13				2.0	
RP11-530N7.3				1.0	
RP11-589P10.7		1.0	1.0	2.0	
ALOX12		1.0	1.0	1.0	
BCL6B				2.0	
AC027763.2		1.0	1.0	2.0	
SLC16A11				2.0	3.0
RP11-78O7.2				1.0	
RP11-209D14.4				2.0	
ULK2				1.0	
RPS7P1				1.0	
CTD-2350C19.5				1.0	
SLC13A2		1.0	1.0	1.0	
RP11-321A17.5				2.0	
AC024619.2				2.0	
RP11-321A17.3				2.0	
PIPOX		2.0	2.0	3.0	
SEZ6				3.0	
MYO18A		2.0	1.0	2.0	
TIAF1				2.0	
RP11-22N12.2				1.0	
TWF1P1		1.0	1.0	1.0	
RP11-321A17.4				2.0	
CRYBA1				2.0	
NUFIP2		2.0	1.0	2.0	
RPL35AP35		1.0	1.0	1.0	
RP11-296K13.4		1.0	1.0	2.0	
MIR4523		1.0	1.0	2.0	
RNU4-34P				2.0	
RNU6-711P				2.0	
RNU6-1034P				2.0	
CORO6				2.0	
RP11-68I3.10				2.0	
RPL9P30				4.0	
RP11-338L22.2				3.0	
RP11-354P11.4				2.0	
RNU6-1267P				2.0	
SLC6A4				2.0	
RP11-354P11.2				2.0	
CTD-2349P21.5				2.0	
CTD-2349P21.10				1.0	
CTD-2349P21.9				1.0	
CRLF3		1.0	1.0	1.0	
RP5-1067M6.3				2.0	
RPL7L1P5		1.0	1.0	2.0	
RN7SL258P				2.0	
SLC25A39				2.0	2.0
FAM171A2				2.0	
GPATCH8		1.0	1.0	2.0	
MIR5089				1.0	
RN7SL270P				1.0	
RPRML				1.0	
RP11-156P1.3		1.0	1.0	1.0	14.0
AC002558.1				1.0	
RP5-867C24.1				1.0	
MYL4				1.0	4.0
RN7SL437P				1.0	
RPL31P57		1.0	1.0	1.0	3.0
TEX2				1.0	
RP11-61L19.2		1.0	1.0	1.0	
TWSG1				1.0	
RALBP1		1.0	1.0	1.0	
RP11-61L19.1		1.0	1.0	1.0	
RNU2-27P				1.0	
RP11-61L19.3				1.0	
PPP4R1				2.0	
RP11-881L2.1				2.0	
RNU6-903P		1.0		2.0	
RP11-692N5.1		2.0	1.0	2.0	
RTTN		1.0	1.0	1.0	
RP11-704C2.1		1.0	1.0	1.0	
AC018445.1				1.0	
AC005262.3				2.0	
AC005262.2		1.0	1.0	2.0	
AC005262.4				3.0	
GNA15				3.0	
CTC-232P5.3				1.0	
CTC-232P5.4				1.0	
CTB-66B24.1				1.0	
RFX2		1.0	1.0	2.0	
ACSBG2				2.0	
SH2D3A				1.0	
VAV1		1.0	1.0	1.0	
CTD-2207O23.12				1.0	
CTD-2207O23.11				1.0	
MCOLN1		1.0	1.0	1.0	
PEX11G				1.0	
C19orf45				1.0	
ZNF358				1.0	
CTD-2207O23.10				1.0	
PNPLA6				1.0	
DDX39A				1.0	
CTC-548K16.1				1.0	
CD97		1.0	1.0	1.0	
CTC-548K16.5				1.0	
CTC-548K16.2				1.0	
LINC00905				2.0	
SNX33P1				2.0	
OR1AB1P				2.0	
CTD-2231E14.4				2.0	
LINC00661				1.0	
AC020907.2				2.0	
FXYD1				2.0	
LGI4				3.0	
CTD-2527I21.4				2.0	
CTC-550B14.1				2.0	
NLRP7		1.0		2.0	
CTD-2105E13.14				3.0	
CTD-2619J13.3				1.0	
MIR4754				2.0	
AC012313.1				2.0	
CTD-2619J13.13				2.0	
CTD-2619J13.16		1.0		2.0	
CTD-2619J13.17				2.0	
CTD-2619J13.19				2.0	
ZNF837				2.0	
RPS5				2.0	
ZNF584		1.0	1.0	2.0	
CTD-2619J13.14				2.0	
ZNF132				2.0	
ZNF324B				2.0	
AC010880.1		1.0	1.0	1.0	
AL121657.4		1.0		2.0	
RNU6-577P				1.0	
VIT				1.0	
AC007899.3				1.0	
GPATCH11				1.0	
SULT6B1				1.0	
RTN4				1.0	
MEIS1-AS3		2.0	1.0	2.0	
MEIS1-AS1				2.0	
AC092669.3				2.0	2.0
MEIS1-AS2				2.0	
AC019206.1				2.0	
MXD1		2.0	1.0	2.0	
ASPRV1				2.0	
SNRNP27				2.0	
RP11-717A5.1				1.0	
RN7SL113P				1.0	
RNU7-162P				1.0	
RP11-717A5.2				1.0	
RNU7-64P				1.0	
RN7SL251P				1.0	
CAPG		1.0	1.0	1.0	
SH2D6				1.0	
ELMOD3				1.0	
AC105053.4				1.0	
RP11-548P2.2		1.0	1.0	1.0	
ST3GAL5				1.0	
AC009505.2				1.0	
NCK2		1.0	1.0	1.0	
RP11-465O11.1		1.0	1.0	1.0	
SULT1C4				1.0	
GCC2				1.0	
AC010095.5				1.0	
AC010095.6				1.0	
AC010095.7				1.0	
LIMS1		1.0	1.0	1.0	
PTPN4		2.0	1.0	2.0	
AC016691.2				1.0	
AC012363.7				2.0	
AC012363.8				2.0	
MTND3P10				2.0	
AC012363.10				2.0	
MTND4P26				2.0	
MTND5P28				2.0	
AC012363.4				2.0	
RALB		2.0	1.0	3.0	
TMEM185B				2.0	
MTND6P11				2.0	
MTND5P24				2.0	
MTND4P22				2.0	
AC013437.4				2.0	
MTND3P9				2.0	
AC013437.6				2.0	
AC013437.7				2.0	
RP11-190J23.1				2.0	1.0
AC013437.2				2.0	
GORASP2				1.0	
TLK1		2.0	1.0	2.0	
DNAJB1P1				2.0	
SDPR		2.0	1.0	2.0	
AC098872.3				2.0	
AC098617.1				2.0	
AC013476.1				1.0	
ACSL3		1.0	1.0	1.0	
MRPL44				1.0	
AC073641.2				1.0	
SERPINE2		1.0	1.0	1.0	
MIR5702		3.0	1.0	1.0	
IRS1		1.0		2.0	
LRRFIP1		1.0	1.0	1.0	
AC110619.2				1.0	
AC110619.1				1.0	
MIR149				1.0	
GPC1		1.0	1.0	1.0	
AQP12B				2.0	
AC011298.1				1.0	
AC011298.2				1.0	
AQP12A				1.0	
AGXT				2.0	
KIF1A		2.0	1.0	2.0	
AL109658.1				1.0	
RNU6-917P				1.0	
SIRPB2		1.0	1.0	1.0	
RP4-576H24.2				1.0	
SIRPD		1.0	1.0	1.0	
NSFL1C				1.0	
RP4-673D20.3				1.0	
AL049647.1				1.0	
RP5-1027G4.3				1.0	
RN7SL31P				1.0	2.0
PABPC1L				1.0	1.0
TOMM34				1.0	1.0
YWHAB		1.0	1.0	1.0	2.0
STK4		2.0	1.0	2.0	
MIR3617				2.0	
HNRNPA1P3				2.0	
SPINT5P				2.0	
WFDC11				1.0	
WFDC10B				2.0	
WFDC13		1.0	1.0	2.0	
SPINT4				2.0	
WFDC3		2.0	2.0	2.0	
RNU6ATAC38P				2.0	
UBE2C				1.0	
TNNC2				1.0	
DNTTIP1				2.0	
RN7SL243P				1.0	
AL031666.1				1.0	
AL031666.2				1.0	
RP4-569M23.4				1.0	
RP4-569M23.2				1.0	
RP4-724E16.2		1.0	1.0	1.0	
SAMD10				1.0	
RHBDD3				1.0	
CTA-984G1.5				1.0	
RPL5P34		1.0		1.0	
GOLGA2P4		1.0		1.0	
ARFGAP3		1.0		1.0	
AL049758.2				1.0	
PACSIN2		2.0	1.0	2.0	
AL022476.2		1.0	1.0	2.0	
AL022237.3				1.0	
MCAT				3.0	
TSPO		1.0	1.0	3.0	
BIK		1.0	1.0	3.0	1.0
CITF22-1A6.3				1.0	
PIM3				1.0	
ZBED4				1.0	
ALG12		1.0	1.0	1.0	
CRELD2				1.0	
MIR3134				1.0	
BTD				1.0	
ANKRD28		1.0	1.0	1.0	
RP11-44D5.1				1.0	
RN7SL4P				1.0	
BBX		2.0	1.0	2.0	
SIDT1-AS1				2.0	
MIR4446				2.0	
RN7SL767P				1.0	
PDIA5		2.0	1.0	2.0	
MYLK				1.0	
RNU6-143P				1.0	
AC080008.1				2.0	
RP11-71H17.7				1.0	
MIR544B				1.0	
RP11-71H17.1				1.0	
RP11-71H17.9				1.0	
UMPS				1.0	
ITGB5-AS1				2.0	
ENO1P3				2.0	
HMGN1P8				1.0	
PDCD10		1.0	1.0	1.0	
SERPINI1				1.0	
CPN2				1.0	
LRRC15				1.0	
ATP13A3				1.0	
GP5		1.0	1.0	1.0	
AC069257.8				1.0	
AC069257.6				1.0	
RP11-447L10.1		1.0	1.0	1.0	
TCTEX1D2				1.0	
TM4SF19-AS1				1.0	
RNU6-204P				1.0	
RP11-357G3.2				1.0	
RP11-357G3.1				1.0	
KIAA0232		2.0	1.0	3.0	
RP11-397E7.1				3.0	
RP11-397E7.2				3.0	
AC097533.1		1.0	1.0	2.0	
RN7SL335P		1.0		2.0	2.0
IL21		1.0	1.0	3.0	2.0
RP11-529H22.1				2.0	
TIGD4				2.0	
ARFIP1		2.0	1.0	2.0	
RP11-231G3.1				2.0	
ELOVL7		2.0	1.0	2.0	
GNL3LP1				2.0	
AC104113.3				1.0	
ERCC8		1.0	1.0	2.0	
NDUFAF2		1.0	1.0	1.0	
AC008498.1				1.0	
CTC-436P18.1		1.0	1.0	1.0	
CTC-436P18.3		1.0	1.0	1.0	
AC008836.1		1.0	1.0	1.0	
KIF2A		2.0	1.0	1.0	
IPO11		1.0	1.0	1.0	
RP11-95I19.2				1.0	
RP11-95I19.1				1.0	
LRRC70				1.0	
RP11-5P22.1				1.0	
RP11-287J9.1				1.0	
MAST4-IT1				2.0	
CTC-347C20.2		2.0	2.0	2.0	
MIR4804				4.0	
CTD-2339M3.1				4.0	
CTD-2631K10.1		1.0		5.0	
RP11-156N15.1		1.0	1.0	1.0	
CTD-2275D10.2				2.0	
CTD-2384B11.2		2.0	1.0	2.0	
F2R		2.0	1.0	2.0	
RN7SL208P				2.0	
F2RL1				2.0	
RNU6ATAC36P				2.0	
CRHBP		2.0	1.0	2.0	
CTC-564N23.2				1.0	
SNORA47				1.0	
AGGF1		1.0	1.0	1.0	
ZBED3				1.0	
ACTBP2				1.0	
TBCA		1.0	1.0	1.0	
MIR3661				1.0	
TCF7				1.0	
SKP1				1.0	
CTD-2410N18.5		1.0	1.0	1.0	1.0
CTD-2410N18.4				1.0	
CDKL3				1.0	
CTD-2410N18.3				1.0	
RP11-215P8.4				1.0	1.0
CTC-203F4.2				1.0	
H2AFY		1.0	1.0	1.0	
CTD-2024I7.13				1.0	
CTD-2024I7.1				1.0	
AC008781.7				1.0	
HDAC3				1.0	
