MPO_term	cluster_label	MPO_label
MP:0005096	1017	erythroblastosis
MP:0011742	602	decreased urine nitrite level
MP:0011777	3207	abnormal male prostatic urethra morphology
MP:0031415	6713	increased skeletal muscle triglyceride level
MP:0010536	1534	Ebstein's malformation of tricuspid valve
MP:0002697	2868	abnormal eye size
MP:0000734	5768	muscle hypoplasia
MP:0009436	578	fragmentation of sleep/wake states
MP:0010773	5746	supernumerary molars
MP:0020242	1571	enlarged paws
MP:0008197	5105	abnormal follicular dendritic cell physiology
MP:0004045	672	abnormal cell cycle checkpoint function
MP:0021105	1912	abnormal ventral interneuron 3 morphology
MP:0005074	2019	impaired granulocyte bactericidal activity
MP:0002933	247	joint inflammation
MP:0030028	2757	absent exoccipital bone
MP:0008412	2232	increased cellular sensitivity to oxidative stress
MP:0009593	799	absent chorion
MP:0010963	44	abnormal compact bone volume
MP:0012490	4839	abnormal cochlear VIII nucleus morphology
MP:0008599	4970	increased circulating interleukin-2 level
MP:0006082	389	CNS inflammation
MP:0013841	3788	abnormal lymphatic vessel topology
MP:0013616	4691	decreased volumetric bone mineral density
MP:0001431	1611	abnormal eating behavior
MP:0000094	835	absent alveolar process
MP:0005675	266	small gallbladder
MP:0001506	6344	limp posture
MP:0008446	5388	decreased retina cone cell number
MP:0001586	1650	abnormal erythrocyte cell number
MP:0005106	1107	abnormal incus morphology
MP:0030031	2141	abnormal forehead morphology
MP:0011634	6764	abnormal mitochondrial inner membrane morphology
MP:0012040	5145	abnormal c-wave shape
MP:0013802	2712	abnormal IgG2 level
MP:0003369	2987	abnormal circulating estrogen level
MP:0002882	1216	abnormal neuron morphology
MP:0005405	1210	axon degeneration
MP:0001256	2977	abnormal body length
MP:0011578	1450	increased lipoprotein lipase activity
MP:0008640	4987	abnormal circulating interleukin-1 beta level
MP:0014208	4765	decreased intestinal epithelial chloride transmembrane transport
MP:0011532	185	decreased urine major urinary protein level
MP:0009989	928	abnormal cerebellum vermis lobule II morphology
MP:0012443	6065	increased corpus callosum size
MP:0020261	6431	increased beta-galactosidase level
MP:0011627	74	decreased skin pigmentation
MP:0012092	791	diencephalon hypoplasia
MP:0031319	3613	impaired intestine regeneration
MP:0008697	47	decreased interleukin-3 secretion
MP:0030591	1136	absent sperm fibrous sheath
MP:0011001	555	absence of AMPA-mediated synaptic currents
MP:0005628	3612	decreased circulating potassium level
MP:0010368	1925	abnormal lymphatic system physiology
MP:0001146	2470	abnormal testis morphology
MP:0011569	4946	abnormal azygos vein morphology
MP:0006027	1468	impaired lung alveolus development
MP:0002681	5990	increased corpora lutea number
MP:0030728	1119	decreased circulating valine level
MP:0009879	784	abnormal arcus anterior morphology
MP:0008688	1321	decreased interleukin-2 secretion
MP:0009506	1645	abnormal mammary gland alveolus morphology
MP:0000818	310	abnormal amygdala morphology
MP:0030245	501	round head
MP:0002213	226	true hermaphroditism
MP:0013772	318	increased effector memory T-helper cell number
MP:0009819	397	abnormal circulating androgen level
MP:0000749	1482	muscle degeneration
MP:0012431	385	increased lymphoma incidence
MP:0012670	5906	prolonged somite segmentation clock period
MP:0012000	966	abnormal limb position
MP:0030343	58	maxillary prominence hypoplasia
MP:0011816	6007	decreased pre-pro B cell number
MP:0010621	1695	abnormal tricuspid valve anulus morphology
MP:0003223	4620	decreased cardiomyocyte apoptosis
MP:0003213	4048	decreased susceptibility to age related obesity
MP:0008117	3638	abnormal Langerhans cell morphology
MP:0012271	1384	abnormal chordamesoderm morphology
MP:0005113	4214	decreased spinal cord ventral horn cell number
MP:0000029	1356	abnormal malleus morphology
MP:0008504	4260	abnormal adrenal chromaffin cell morphology
MP:0005562	3936	decreased mean corpuscular hemoglobin
MP:0009495	5662	abnormal common bile duct morphology
MP:0005223	617	abnormal dorsal-ventral polarity of the somites
MP:0004867	5596	decreased platelet calcium level
MP:0020840	2838	abnormal type I cell of carotid body morphology
MP:0013967	7008	abnormal infrahyoid muscle connection
MP:0008002	731	hyperchlorhydria
MP:0008874	3478	decreased physiological sensitivity to xenobiotic
MP:0000756	4698	forelimb paralysis
MP:0030266	6600	small vomer bone
MP:0009834	5674	abnormal sperm annulus morphology
MP:0013400	5171	abnormal endometrial gland development
MP:0008209	4587	decreased pre-B cell number
MP:0000952	1693	abnormal CNS glial cell morphology
MP:0012529	440	abnormal decidua basalis morphology
MP:0013742	5642	absent ciliary body
MP:0009334	1692	abnormal splenocyte proliferation
MP:0011035	3896	abnormal branching involved in alveolar duct morphogenesis
MP:0005270	707	abnormal zygomatic bone morphology
MP:0004550	4695	short trachea
MP:0003605	6671	fused kidneys
MP:0004112	5881	abnormal arteriole morphology
MP:0030608	4674	decreased tooth number
MP:0014080	5939	fused small intestinal villi
MP:0030616	6505	hyperglycinuria
MP:0012143	2720	decreased a-wave amplitude
MP:0002427	4510	disproportionate dwarf
MP:0011862	4964	decreased cranium length
MP:0001131	3185	abnormal ovarian follicle morphology
MP:0003668	533	abnormal periodontal ligament morphology
MP:0011957	6468	decreased compensatory feeding amount
MP:0004315	1370	absent vestibular saccule
MP:0009633	416	absent cervical lymph nodes
MP:0008614	453	increased circulating interleukin-17 level
MP:0011488	4864	abnormal ureterovesical junction morphology
MP:0011309	4110	abnormal kidney arterial blood vessel morphology
MP:0008406	3999	increased cellular sensitivity to hydrogen peroxide
MP:0012237	3608	increased cholangiocyte apoptosis
MP:0006019	1443	absent tympanic membrane
MP:0001669	3717	abnormal intestinal glucose absorption
MP:0004586	5389	pillar cell degeneration
MP:0005673	4565	decreased susceptibility to graft versus host disease
MP:0013391	326	abnormal Meibomian gland physiology
MP:0011830	901	ectopic hair follicle melanin granules
MP:0009648	4644	abnormal superovulation
MP:0031201	3165	hemiparesis
MP:0002328	4254	abnormal airway resistance
MP:0020326	5214	dilated capillary
MP:0010655	1914	absent cardiac jelly
MP:0004892	4095	increased adiponectin level
MP:0013331	6890	abnormal lacrimal gland development
MP:0008701	1346	abnormal interleukin-5 secretion
MP:0013440	1742	abnormal exorbital lacrimal gland morphology
MP:0004716	2229	abnormal cochlear nerve morphology
MP:0001407	1226	short stride length
MP:0012408	392	increased duodenum glandular epithelium tumor incidence
MP:0020556	779	abnormal ventromedial hypothalamic nucleus morphology
MP:0009125	5181	decreased brown fat cell lipid droplet size
MP:0011932	5407	abnormal endocrine pancreas development
MP:0001158	2558	abnormal prostate gland morphology
MP:0013737	1518	small bulbourethral gland
MP:0030480	6888	decreased osteocyte apoptosis
MP:0030104	2947	round orbits
MP:0002023	1748	increased B cell derived lymphoma incidence
MP:0003791	6575	abnormal minor salivary gland morphology
MP:0005328	4987	abnormal circulating creatinine level
MP:0003945	1980	abnormal lymphocyte physiology
MP:0002594	338	low mean erythrocyte cell number
MP:0030227	3987	abnormal tubotympanic recess morphology
MP:0005664	6271	decreased circulating noradrenaline level
MP:0009963	6140	abnormal cerebellum hemisphere lobule morphology
MP:0004693	1351	pubis hypoplasia
MP:0004849	5955	abnormal testis size
MP:0009665	4540	abnormal embryo apposition
MP:0005669	1901	increased circulating leptin level
MP:0000188	3833	abnormal circulating glucose level
MP:0002016	2559	ovary cyst
MP:0008832	5767	hemivertebra
MP:0006111	1630	abnormal coronary circulation
MP:0012347	5790	low sweet preference
MP:0000133	4206	abnormal long bone metaphysis morphology
MP:0010330	483	abnormal circulating lipoprotein level
MP:0008451	920	retina rod cell degeneration
MP:0005654	1735	porphyria
MP:0000858	451	abnormal metastatic potential
MP:0008951	564	long radius
MP:0008596	1845	increased circulating interleukin-6 level
MP:0030017	6074	decreased adipocyte glucose uptake
MP:0012437	1596	increased Harderian gland tumor incidence
MP:0013806	6761	encephalopathy
MP:0012296	146	impaired discrimination learning
MP:0011203	4539	abnormal parietal yolk sac morphology
MP:0031219	6077	decreased circulating CXCL10 level
MP:0002872	5426	polycythemia
MP:0004733	2645	abnormal thoracic cavity morphology
MP:0000396	351	increased curvature of hairs
MP:0009365	3959	abnormal theca cell layer morphology
MP:0008625	540	abnormal circulating interleukin-5 level
MP:0031438	436	abnormal sperm radial spoke morphology
MP:0004201	3503	fetal growth retardation
MP:0009724	1726	ectopic nipples
MP:0000162	7126	lordosis
MP:0008481	105	increased spleen germinal center number
MP:0011974	1795	intestinal stenosis
MP:0009646	4974	urinary bladder inflammation
MP:0002196	408	absent corpus callosum
MP:0000645	2857	absent adrenergic chromaffin cells
MP:0030944	7044	abnormal pericentriolar material morphology
MP:0013684	2021	increased early germinal center B cell number
MP:0010549	2473	absent dorsal mesocardium
MP:0010256	2456	anterior cortical cataract
MP:0008159	7030	increased diameter of fibula
MP:0009995	786	abnormal cerebellum vermis lobule VII morphology
MP:0002955	1464	increased compensatory renal growth
MP:0009926	2481	decreased transitional stage T2 B cell number
MP:0001513	2928	limb grasping
MP:0000239	5116	absent common myeloid progenitor cells
MP:0011961	3368	abnormal cornea thickness
MP:0008635	6166	increased circulating interleukin-18 level
MP:0004607	1633	abnormal cervical atlas morphology
MP:0011815	4587	increased pre-pro B cell number
MP:0004269	1665	abnormal optic cup morphology
MP:0008226	4927	decreased anterior commissure size
MP:0009104	849	small penile bone
MP:0030811	2424	abnormal hand joint morphology
MP:0012100	6968	absent spongiotrophoblast
MP:0004313	268	absent vestibulocochlear ganglion
MP:0009751	4172	enhanced behavioral response to alcohol
MP:0030117	1341	bifid nose
MP:0013517	1410	increased KLRG1-positive CD4-negative NK T cell number
MP:0010575	3367	aortic arch dilation
MP:0012281	1403	decreased sternebra size
MP:0009416	1866	cardiac muscle degeneration
MP:0003378	5459	early sexual maturation
MP:0002780	2876	decreased circulating testosterone level
MP:0008592	734	decreased circulating interleukin-1 level
MP:0030814	2807	abnormal wrist joint morphology
MP:0000256	5254	echinocytosis
MP:0001354	4090	increased aggression towards male mice
MP:0011443	770	abnormal renal water transport
MP:0020106	2406	decreased nitrate level
MP:0030095	5989	abnormal midface morphology
MP:0005656	5229	decreased aggression
MP:0000899	5198	abnormal corpora quadrigemina morphology
MP:0005356	5297	positive geotaxis
MP:0000836	5516	abnormal substantia nigra morphology
MP:0012025	229	abnormal comma shaped body morphology
MP:0004378	5392	frontal bone foramen
MP:0010944	1686	respiratory epithelium hypertrophy
MP:0009767	3167	decreased sensitivity to xenobiotic induced morbidity/mortality
MP:0014056	2661	increased sebocyte proliferation
MP:0011075	3607	abnormal macrophage activation involved in immune response
MP:0004068	5185	dilated dorsal aorta
MP:0003023	6799	decreased coronary flow rate
MP:0003121	319	genetic imprinting
MP:0008537	2348	increased susceptibility to induced colitis
MP:0003499	6363	thyroid gland hypoplasia
MP:0002092	1508	abnormal eye morphology
MP:0003924	1397	diaphragmatic hernia
MP:0013254	1991	abnormal angiotensin I-converting enzyme activity
MP:0012397	6448	abnormal nucleated erythrocyte cell number
MP:0008579	5359	abnormal Purkinje cell differentiation
MP:0030919	2115	absent hair follicle bulb
MP:0013501	7021	increased fibroblast apoptosis
MP:0030013	5057	enhanced central nervous system regeneration
MP:0013475	6172	delayed reproductive senescence
MP:0005176	3773	eyelids fail to open
MP:0003905	2612	abnormal aorta elastin content
MP:0001003	5264	abnormal olfactory receptor morphology
MP:0000679	4926	increased percent water in carcass
MP:0004053	5977	abnormal synchondrosis
MP:0011155	2319	absent hippocampus stratum oriens
MP:0001940	271	testis hypoplasia
MP:0012011	1306	febrile seizures
MP:0010145	2030	abnormal spermatic cord morphology
MP:0004096	100	abnormal midbrain-hindbrain boundary development
MP:0010275	139	increased melanoma incidence
MP:0008100	5964	absent plasma cells
MP:0010297	419	increased hepatobiliary system tumor incidence
MP:0002200	6634	abnormal brain ventricular system morphology
MP:0011300	4002	abnormal juxtaglomerular cell morphology
MP:0001652	4742	colonic necrosis
MP:0030056	2439	lacrimal bone hypoplasia
MP:0004483	4395	absent interdental cells
MP:0020321	5212	increased vascular endothelial cell apoptosis
MP:0011423	5843	kidney cortex atrophy
MP:0003756	4031	abnormal hard palate morphology
MP:0013219	5447	abnormal substantia nigra pars compacta morphology
MP:0008522	3667	abnormal lymph node germinal center morphology
MP:0030873	4276	absent cricoid cartilage
MP:0009992	174	abnormal cerebellum vermis lobule IX morphology
MP:0008526	6542	decreased cranium width
MP:0009380	4815	abnormal prostate gland ventral lobe morphology
MP:0001212	113	skin lesions
MP:0012293	3622	impaired active avoidance behavior
MP:0002712	2245	increased circulating glucagon level
MP:0004576	6543	abnormal embryonic autopod plate morphology
MP:0020527	2222	small thalamus
MP:0003903	1847	increased cell mass
MP:0014038	419	increased hepatocyte number
MP:0013923	4371	small prevertebral sympathetic ganglia
MP:0012263	5134	decreased hindbrain size
MP:0005600	5828	increased ventricle muscle contractility
MP:0013225	2769	abnormal third pharyngeal pouch morphology
MP:0004423	193	abnormal temporal bone squamous part morphology
MP:0001080	1451	defasiculated phrenic nerve
MP:0005089	5444	decreased double-negative T cell number
MP:0003696	6461	abnormal zona pellucida morphology
MP:0010578	4256	abnormal heart left ventricle size
MP:0001625	1559	cardiac hypertrophy
MP:0008126	340	increased dendritic cell number
MP:0002113	2408	abnormal skeleton development
MP:0005183	805	abnormal circulating estradiol level
MP:0011002	4251	enhanced AMPA-mediated synaptic currents
MP:0002114	2887	abnormal axial skeleton morphology
MP:0003083	6312	abnormal tibialis anterior morphology
MP:0031053	7129	pleuritis
MP:0009214	1781	vas deferens hypoplasia
MP:0030453	4527	abnormal odontoblast morphology
MP:0020848	6407	abnormal exocytosis
MP:0013937	1551	absent lobe of thyroid gland
MP:0012411	2300	increased granulosa cell tumor incidence
MP:0030179	3231	abnormal oral epithelium morphology
MP:0009074	979	Wolffian duct degeneration
MP:0002254	1550	reproductive system inflammation
MP:0002111	2252	abnormal tail morphology
MP:0003663	4678	abnormal thermosensation
MP:0012359	4526	increased partial thromboplastin time
MP:0009457	4918	whorled hair
MP:0030318	2873	enlarged maxillary zygomatic process
MP:0000934	1130	abnormal telencephalon development
MP:0030530	2979	abnormal outer ear skin morphology
