HPO_term	cluster_label	HPO_label
HP:0034706	1048	Reduced hepatic D-glycerate kinase activity
HP:0012553	1177	Hypoplastic thumbnail
HP:0001658	3006	Myocardial infarction
HP:6000576	1197	Reduced tissue mannosyl-oligosaccharide glucosidase activity
HP:0005565	3722	Reduced renal corticomedullary differentiation
HP:0001276	4056	Hypertonia
HP:0008046	1971	Abnormal retinal vascular morphology
HP:0003458	1461	EMG: myopathic abnormalities
HP:0010843	3140	EEG with focal slow activity
HP:0002362	2176	Shuffling gait
HP:0034189	1937	Anti-thyroid-stimulating hormone receptor antibody positivity
HP:0005100	3300	Premature birth following premature rupture of fetal membranes
HP:0030680	2391	Abnormal cardiovascular system morphology
HP:0002757	297	Recurrent fractures
HP:0011152	4146	Early onset absence seizures
HP:0012129	366	Abnormality of bone marrow stromal cells
HP:0006566	3867	Neonatal cholestatic liver disease
HP:0011809	2090	Paradoxical myotonia
HP:0034918	3000	Reduced muscle 2,4-dienoyl-CoA reductase activity
HP:0002967	1877	Cubitus valgus
HP:0032867	3012	Refractory status epilepticus
HP:0030756	3460	Erythrodontia
HP:0025496	2806	Abnormal coronary artery physiology
HP:0001601	3302	Laryngomalacia
HP:0011344	3280	Severe global developmental delay
HP:0031692	3258	Severe cytomegalovirus infection
HP:6000473	1844	Decreased FOXP3-expressing T cell count
HP:0001495	1373	Carpal osteolysis
HP:0003213	580	Deficient excision of UV-induced pyrimidine dimers in DNA
HP:0040161	2288	Localized osteoporosis
HP:0007475	2552	Congenital bullous ichthyosiform erythroderma
HP:0001923	865	Reticulocytosis
HP:0009417	1473	Pseudoepiphyses of the 3rd finger
HP:0011838	4120	Sclerodactyly
HP:0012079	1450	Abnormality of central motor conduction
HP:0001460	487	Aplasia/Hypoplasia involving the skeletal musculature
HP:0012178	997	Reduced natural killer cell activity
HP:0010463	3764	Aplasia of the ovary
HP:0003281	798	Increased circulating ferritin concentration
HP:0034007	1190	Posterior atrophy of corpus callosum
HP:0000316	3838	Hypertelorism
HP:0031956	2598	Elevated circulating aspartate aminotransferase concentration
HP:0011716	3949	Junctional ectopic tachycardia
HP:0005327	3728	Loss of facial expression
HP:0030904	3939	Glabellar reflex
HP:0030289	753	Flattened femoral epiphysis
HP:0003248	5017	Gonadal tissue inappropriate for external genitalia or chromosomal sex
HP:0031857	3583	Ineffective esophageal peristalsis
HP:0010659	2371	Patchy variation in bone mineral density
HP:0007002	2748	Motor axonal neuropathy
HP:0008450	282	Narrow vertebral interpedicular distance
HP:0032330	699	Increased urinary 11-deoxycorticosterone level
HP:0001713	3198	Abnormal cardiac ventricle morphology
HP:0001818	489	Paronychia
HP:0000452	2376	Choanal stenosis
HP:6000396	1113	Elevated CSF guanidinoacetic acid concentration
HP:0030169	2286	Gastric varix
HP:0006619	99	Anterior rib punctate calcifications
HP:0040228	1675	Decreased level of plasminogen
HP:0009119	3989	Aplasia/Hypoplasia of the frontal sinuses
HP:0011897	838	Neutrophilia
HP:0200120	2928	Chronic active hepatitis
HP:0033005	206	Plantar warts
HP:0000278	1747	Retrognathia
HP:0011332	4096	Hemifacial hypoplasia
HP:0100828	2423	Increased T cell count
HP:0000601	3562	Hypotelorism
HP:0011327	3990	Posterior plagiocephaly
HP:0003201	1166	Rhabdomyolysis
HP:0000122	1193	Unilateral renal agenesis
HP:0034279	1066	2,8-dihydroxyadenine crystalluria
HP:0031913	296	Rhombencephalosynapsis
HP:0002317	4748	Unsteady gait
HP:0011314	710	Abnormal long bone morphology
HP:0012507	1043	Weakness of orbicularis oculi muscle
HP:0003042	2225	Elbow dislocation
HP:0005011	2954	Mesomelic arm shortening
HP:0040079	4783	Irregular dentition
HP:4000207	692	Reduced branched-chain alpha-keto acid dehydrogenase activity in cultured fibroblasts
HP:0004889	5448	Intermittent episodes of respiratory insufficiency due to muscle weakness
HP:0030856	3318	Posterior staphyloma
HP:0040276	2183	Adenocarcinoma of the colon
HP:0001647	2210	Bicuspid aortic valve
HP:0040128	2178	Abnormal sweat electrolytes
HP:0010692	4329	2-5 finger syndactyly
HP:0033504	64	Elevated circulating fumarate concentration
HP:0004660	1047	Hypoplasia of facial musculature
HP:0034333	212	Increased circulating hypoxanthine concentration
HP:0002064	3293	Spastic gait
HP:0007862	4451	Retinal calcification
HP:0100625	4791	Enlarged thorax
HP:0040154	3824	Acne inversa
HP:0009742	528	Stiff shoulders
HP:0001217	381	Clubbing
HP:0002408	5391	Cerebral arteriovenous malformation
HP:0500152	4653	Hypocystinemia
HP:0011025	5147	Abnormal cardiovascular system physiology
HP:0005494	831	Premature posterior fontanelle closure
HP:0001718	1878	Mitral stenosis
HP:0100865	4582	Broad ischia
HP:0006548	834	Pulmonary arteriovenous malformation
HP:0010545	3788	Downbeat nystagmus
HP:0001929	4716	Reduced factor XI activity
HP:0001924	1180	Sideroblastic anemia
HP:0003536	1389	Decreased fumarate hydratase activity
HP:0033165	3745	Necrotizing enterocolitis
HP:0001969	2369	Abnormal tubulointerstitial morphology
HP:0025230	3751	Tendonitis
HP:0001944	4719	Dehydration
HP:0033582	2974	Pulmonary interstitial lymphocyte infiltration
HP:0008185	203	Precocious puberty in males
HP:0031064	668	Impaired continence
HP:0000651	3704	Diplopia
HP:0012706	3755	Elevated brain choline level by MRS
HP:0001009	1968	Telangiectasia
HP:0011942	277	Increased urinary sulfite level
HP:0100669	1305	Abnormal pigmentation of the oral mucosa
HP:0010194	411	Aplasia/Hypoplasia of the middle phalanges of the toes
HP:4000093	471	Ectopic tooth eruption
HP:0002257	17	Chronic rhinitis
HP:0030619	4712	Reduced OCT-measured foveal thickness
HP:0005913	856	Abnormal metacarpal epiphysis morphology
HP:0008421	289	Tall lumbar vertebral bodies
HP:0030220	633	Socially inappropriate behavior
HP:0010910	4956	Hypervalinemia
HP:0012068	1312	Aspartylglucosaminuria
HP:0000534	2435	Abnormal eyebrow morphology
HP:0006775	638	Multiple myeloma
HP:0025528	4363	Annular cutaneous lesion
HP:0012222	102	Arachnoid hemangiomatosis
HP:0002403	1754	Positive Romberg sign
HP:0410170	1800	Hippocampal atrophy
HP:0008706	509	Distal urethral duplication
HP:0003367	1103	Abnormal femoral neck morphology
HP:0040142	1176	Reduced circulating 5-oxoprolinase activity
HP:0012731	3516	Ectopic anterior pituitary gland
HP:0002133	101	Status epilepticus
HP:0009756	4919	Popliteal pterygium
HP:0010850	1582	EEG with spike-wave complexes
HP:0033677	1897	Acute respiratory distress syndrome
HP:0030534	65	Abnormal best corrected visual acuity test
HP:0030448	2646	Soft tissue sarcoma
HP:0001090	5320	Abnormally large globe
HP:0002356	4929	Writer's cramp
HP:0100583	630	Corneal perforation
HP:0009062	2254	Infantile axial hypotonia
HP:0100307	1556	Cerebellar hemisphere hypoplasia
HP:0034348	884	Subpulmonary stenosis
HP:0007792	1120	Microsaccadic pursuit
HP:0030271	2346	Reduced erythrocyte 2,3-diphosphoglycerate concentration
HP:0003080	704	Hydroxyprolinuria
HP:0007006	1229	Dorsal column degeneration
HP:0008470	2075	Lower thoracic interpediculate narrowness
HP:0000574	3898	Thick eyebrow
HP:0100256	1535	Senile plaques
HP:0004326	3272	Cachexia
HP:0100550	3449	Tendon rupture
HP:0012698	3950	Cerebellar gliosis
HP:0010571	5517	Elevated circulating phytanic acid concentration
HP:0025426	522	Abnormal bronchus morphology
HP:0012594	4733	Moderate albuminuria
HP:0031631	975	Subpleural honeycombing
HP:0031833	2891	Hypometric upward saccades
HP:0001050	335	Plethora
HP:0430046	497	Small joint hypermobilty
HP:0025065	675	Abnormal mean corpuscular volume
HP:0011476	418	Profound sensorineural hearing impairment
HP:0005558	672	Chronic leukemia
HP:6000219	1184	Reduced methylmalonate semialdehyde dehydrogenase activity in cultured fibroblasts
HP:0002849	1660	Absence of lymph node germinal center
HP:0001574	4946	Abnormality of the integument
HP:0001055	5336	Erysipelas
HP:0001581	1171	Recurrent skin infections
HP:0100733	1247	Neoplasm of the parathyroid gland
HP:0007330	1077	Frontal encephalocele
HP:0000169	1797	Gingival fibromatosis
HP:0011950	5465	Bronchiolitis
HP:0003144	5313	Increased serum serotonin
HP:0001311	2382	Abnormal nervous system electrophysiology
HP:0200005	5184	Abnormal shape of the palpebral fissure
HP:0002251	2969	Aganglionic megacolon
HP:0012368	2058	Flat face
HP:0032216	1154	Lymphocytic infiltration of the colorectal mucosa
HP:0031108	2600	Triceps weakness
HP:0031109	2337	Agalactia
HP:6000572	1966	Reduced tissue arginine:glycine amidinotransferase activity
HP:0012579	171	Minimal change glomerulonephritis
HP:0003109	4954	Hyperphosphaturia
HP:0001680	5473	Coarctation of aorta
HP:0005947	1778	Decreased sensitivity to hypoxemia
HP:0005041	3802	Irregular capital femoral epiphysis
HP:0031676	3934	Monomorphic ventricular tachycardia
HP:0032028	422	Macular dots
HP:0030248	3387	Mesenteric venous thrombosis
HP:0001702	5041	Abnormal tricuspid valve morphology
HP:0002645	2892	Wormian bones
HP:0033076	103	Abnormal circulating free T4 concentration
HP:0012043	2283	Pendular nystagmus
HP:0006110	2456	Shortening of all middle phalanges of the fingers
HP:0045075	4246	Sparse eyebrow
HP:0007850	5038	Retinal vascular proliferation
HP:0100711	4348	Abnormal thoracic spine morphology
HP:0002630	2331	Fat malabsorption
HP:0003982	2734	Aplasia of the ulna
HP:0033686	4659	Mitochondrial hypertrophy
HP:0002043	5131	Esophageal stricture
HP:0000718	2327	Aggressive behavior
HP:0040314	3002	Blind vagina
HP:0001892	2325	Abnormal bleeding
HP:0003656	2452	Decreased beta-glucocerebrosidase level
HP:0000471	3454	Gastrointestinal angiodysplasia
HP:0005241	666	Total intestinal aganglionosis
HP:0005187	940	Progressive joint destruction
HP:0032524	1984	Long thumb
HP:0033166	4640	Recurrent viral upper respiratory tract infections
HP:0040025	1345	Clinodactyly of the 4th finger
HP:0011448	2891	Ankle clonus
HP:6000430	2319	Reduced tissue acetyl-CoA carboxylase activity
HP:0004252	144	Abnormality of the trapezium
HP:0000256	3402	Macrocephaly
HP:0001513	2633	Obesity
HP:0000961	530	Cyanosis
HP:0006262	1392	Aplasia/Hypoplasia of the 5th finger
HP:0032043	4230	Odynophagia
HP:0100777	3718	Exostoses
HP:0006465	4118	Periosteal thickening of long tubular bones
HP:0034003	288	Broad medial eyebrow
HP:0030812	3493	Enlarged tonsils
HP:0010519	3994	Increased fetal movement
HP:0006637	2287	Sternal punctate calcifications
HP:0006668	4187	Twelfth rib hypoplasia
HP:0002384	4809	Focal impaired awareness seizure
HP:0012417	1875	Hypocapnia
HP:0012256	1377	Absent outer dynein arms
HP:0006904	1156	Late-onset spinocerebellar degeneration
HP:0008160	308	3-hydroxydicarboxylic aciduria
HP:0020079	317	Beta-alaninuria
HP:0032671	2334	Non-convulsive status epilepticus without coma
HP:0010863	3466	Receptive language delay
HP:0032389	65	Periventricular laminar heterotopia
HP:0011766	474	Abnormal parathyroid morphology
HP:0001974	2401	Leukocytosis
HP:0034187	3507	Clavicular pseudarthrosis
HP:0004771	417	Premature graying of body hair
HP:0025682	2308	Crouch gait
HP:0012794	2305	Periventricular white matter hypodensities
HP:0031950	964	Usual interstitial pneumonia
HP:0032044	38	Decreased vigilance
HP:0002457	4520	Abnormal head movements
HP:0010549	120	Weakness due to upper motor neuron dysfunction
HP:0032215	3953	Disseminated cutaneous warts
HP:0032471	3047	Focal polymicrogyria
HP:0030824	267	Mizuo phenomenon
HP:0011757	4191	Posterior pituitary hypoplasia
HP:0006201	2820	Hypermobility of distal interphalangeal joints
HP:0005042	4050	Irregular, rachitic-like metaphyses
HP:0034913	3931	Acrosomal hypoplasia
HP:0011867	702	Abnormal iliac wing morphology
HP:0002138	1995	Subarachnoid hemorrhage
HP:0003789	5347	Minicore myopathy
HP:0011948	1188	Recurrent acute respiratory tract infection
HP:0000384	1635	Preauricular skin tag
HP:0003366	2247	Abnormal femoral neck/head morphology
HP:0034289	70	Elevated circulating rT3/T3 ratio
HP:0010252	4668	Ivory epiphyses of the distal phalanges of the hand
HP:0100362	3015	Aplasia of the phalanges of the 3rd toe
HP:0030325	743	Cervicomedullary schisis
HP:0033253	1289	Reduced circulating interferon gamma concentration
HP:0031157	1515	Carotid cavernous fistula
HP:0040218	1505	Reduced natural killer cell count
HP:0012060	1876	Acral lentiginous melanoma
HP:0034310	142	Post-vaccination yellow fever
HP:0033605	3438	Pustular rash
HP:0410067	5472	Increased level of L-fucose in urine
HP:0000068	1930	Urethral atresia
HP:0010583	5016	Ivory epiphyses
HP:0001075	3300	Atrophic scars
HP:0002593	4103	Intestinal lymphangiectasia
HP:0100753	3869	Schizophrenia
HP:0010645	720	Aplasia of the distal phalanges of the toes
HP:0000163	42	Abnormal oral cavity morphology
HP:0005216	2343	Impaired mastication
HP:0033597	2291	Decreased mucosal sucrase-isomaltase activity
HP:0006560	1286	Biliary hyperplasia
HP:0001315	3771	Reduced tendon reflexes
HP:0009720	5236	Adenoma sebaceum
HP:0012505	30	Enlarged pituitary gland
HP:0030615	1584	Foveal photoreceptor outer segment loss on macular OCT
HP:0011759	26	Pituitary gonadotropic cell adenoma
HP:0100670	3591	Coarse metaphyseal trabecularization
HP:0040329	3577	Multifocal hyperintensity of cerebral white matter on MRI
HP:0030147	3767	Truncal titubation
HP:0009638	4992	Short proximal phalanx of thumb
HP:0011033	340	Impairment of fructose metabolism
HP:0005906	1070	Delayed pneumatization of the mastoid process
HP:0003319	2730	Abnormality of the cervical spine
HP:0006846	5018	Acute encephalopathy
HP:0010891	2247	Morbus Scheuermann
HP:0004977	1599	Bilateral radial aplasia
HP:0001864	4833	Clinodactyly of the 5th toe
HP:0002573	406	Hematochezia
HP:0011944	2977	Small vessel vasculitis
HP:0002657	4912	Spondylometaphyseal dysplasia
HP:0011102	4432	Ileal atresia
HP:0009592	680	Astrocytoma
HP:0011707	1701	Mobitz I atrioventricular block
HP:0002614	1920	Hepatic periportal necrosis
HP:0010322	1302	Abnormal fifth toe morphology
HP:0011274	190	Recurrent mycobacterial infections
HP:0032571	141	Increased oocyte death
HP:0002280	1369	Enlarged cisterna magna
HP:0003749	1943	Pelvic girdle muscle weakness
HP:0002835	2867	Aspiration
HP:0000964	2468	Eczematoid dermatitis
HP:0033986	4551	Tortuous lymphatic vessels
HP:0011925	4548	Decreased activity of mitochondrial ATP synthase complex
HP:0011323	5065	Cleft of chin
HP:0002679	4195	Abnormal sella turcica morphology
HP:0100816	3969	Lip hyperpigmentation
HP:0012747	1981	Abnormal brainstem MRI signal intensity
HP:0000568	2491	Microphthalmia
HP:0011013	736	Abnormal circulating carbohydrate concentration
HP:0030071	218	Medulloepithelioma
HP:0032390	2316	Periventricular ribbonlike heterotopia
HP:0000848	205	Increased circulating renin level
HP:0012411	567	Premature pubarche
HP:0002172	1134	Postural instability
HP:0011539	981	Atrial situs ambiguous
HP:0000407	2507	Sensorineural hearing impairment
HP:0410132	3948	Increased level of L-pyroglutamic acid in urine
HP:0001094	4963	Iridocyclitis
HP:0003716	582	Generalized muscular appearance from birth
HP:0008232	4032	Elevated circulating follicle stimulating hormone level
HP:0011308	1820	Slender toe
HP:0010515	4176	Aplasia/Hypoplasia of the thymus
HP:0003560	110	Muscular dystrophy
HP:0030049	4823	Brain abscess
HP:0008443	1063	Neuropathic spinal arthropathy
HP:0006721	15	Acute lymphoblastic leukemia
HP:0011668	1132	Bilateral superior vena cava with no bridging vein
HP:0002943	1478	Thoracic scoliosis
HP:0012735	2727	Cough
HP:0006089	3870	Palmar hyperhidrosis
HP:0034730	281	Elevated circulating S-adenosyl-L-homocysteine concentration
HP:0007703	3434	Abnormality of retinal pigmentation
HP:0030822	3925	Hooded upper eyelid
HP:0008750	3101	Laryngeal atresia
HP:0000162	355	Glossoptosis
HP:0002813	743	Abnormal limb bone morphology
HP:0011590	3944	Double aortic arch
HP:0007832	4474	Pigmentation of the sclera
HP:6000559	1713	Reduced erythrocyte hexokinase activity
HP:0007623	2711	Pigmentation anomalies of sun-exposed skin
HP:0032538	3155	Pretibial dimple
HP:0100381	475	Absent middle phalanx of the 3rd toe
HP:0005912	3376	Biliary atresia
HP:0010693	280	Pulverulent cataract
HP:0100515	2995	Pollakisuria
HP:0025177	53	Peribronchovascular interstitial thickening
HP:0003737	2249	Mitochondrial myopathy
HP:0006012	1457	Widened metacarpal shaft
HP:0007443	4998	Partial albinism
HP:0012592	5115	Albuminuria
HP:0006454	1921	Delayed patellar ossification
HP:0010450	1962	Esophageal stenosis
HP:0033104	631	Inappropriate absence of fever
HP:0004757	27	Paroxysmal atrial fibrillation
HP:0004406	858	Spontaneous, recurrent epistaxis
HP:0030295	1225	Metaphyseal chondromatosis of femur
HP:0011513	1363	Retinal cavernous hemangioma
HP:0011902	3775	Abnormal hemoglobin
HP:0031610	1861	Recurrent shoulder dislocation
HP:0010289	2341	Cleft maxillary alveolar ridge
HP:0000230	532	Gingivitis
HP:0010497	4844	Sirenomelia
HP:0003635	52	Loss of subcutaneous adipose tissue in limbs
HP:0100755	1154	Abnormality of salivation
HP:0005235	2564	Jejunal atresia
HP:0410204	186	Increased intestinal transit time
HP:0002057	4169	Prominent glabella
HP:0002913	116	Myoglobinuria
HP:0011342	2235	Mild global developmental delay
HP:0012802	3781	Broad jaw
HP:0025115	944	Civatte bodies
HP:0200067	3971	Recurrent spontaneous abortion
HP:0005775	5189	Multiple skeletal anomalies
HP:0040226	25	Decreased level of heparin co-factor II
HP:0008652	537	Autonomic erectile dysfunction
HP:0012554	304	Absent thumbnail
HP:0006725	226	Pancreatic adenocarcinoma
HP:0001748	17	Polysplenia
HP:0004050	4088	Absent hand
HP:0040129	3404	Abnormal nerve conduction velocity
HP:0034253	2231	Eosinophil nuclear hypersegmentation
HP:0030005	4007	Capillary leak
HP:0005613	83	Aplasia/hypoplasia of the femur
HP:0030830	829	Crackles
HP:0003081	4771	Increased urinary potassium
HP:0025402	845	Square-wave jerks
HP:0002866	2077	Hypoplastic iliac wing
HP:0100707	2615	Abnormal astrocyte morphology
HP:0032163	4953	Molluscum contagiosum
HP:0100013	4910	Neoplasm of the breast
HP:0008439	726	Lumbar hemivertebrae
HP:0006930	467	Frontoparietal cortical dysplasia
HP:0031960	5127	Arm dystonia
HP:0001105	322	Retinal atrophy
HP:0031261	2209	Bladder polyp
HP:0005129	1864	Congenital hypertrophy of left ventricle
HP:0002140	31	Ischemic stroke
HP:0009767	397	Aplasia/Hypoplasia of the phalanges of the hand
HP:0011375	1657	Cochlear aplasia
HP:0007427	1036	Reticulated skin pigmentation
HP:0000882	1080	Hypoplastic scapulae
HP:0030214	4110	Hypersexuality
HP:6000479	138	Elevated urine N-acetyltyrosine level
HP:0007838	5045	Progressive ptosis
HP:0000600	734	Abnormality of the pharynx
HP:0001112	159	Leber optic atrophy
HP:0008417	5341	Vertebral hypoplasia
HP:0000315	3906	Abnormality of the orbital region
HP:0000648	2221	Optic atrophy
HP:0012387	5084	Bronchitis
HP:0006397	1479	Lateral displacement of patellae
HP:0007141	2821	Sensorimotor neuropathy
HP:0100027	3560	Recurrent pancreatitis
HP:0020117	447	Hypoplastic dermoepidermal hemidesmosomes
HP:0002810	3160	Dumbbell-shaped metaphyses
HP:0034936	1304	Elevated circulating lathosterol concentration
HP:0001983	1407	Reduced lymphocyte surface expression of CD43
HP:0031635	1833	Anomalous origin of the left common carotid artery from the brachiocephalic artery
HP:0003461	3277	Increased urinary O-linked sialopeptides
HP:0012001	3575	EEG with generalized polyspikes
HP:0000456	889	Bifid nasal tip
HP:0003460	68	Decreased circulating total IgA
HP:0002396	3299	Cogwheel rigidity
HP:0010720	368	Abnormal hair pattern
HP:0010432	3928	Absent distal phalanx of the 2nd toe
HP:0000564	4126	Lacrimal duct atresia
HP:0012686	3658	Increased pineal volume
HP:0007432	4278	Intermittent generalized erythematous papular rash
HP:0007859	3903	Congenital horizontal nystagmus
HP:0005115	275	Supraventricular arrhythmia
HP:0002121	3519	Generalized non-motor (absence) seizure
HP:0008102	356	Expanded metatarsals with widened medullary cavities
HP:0002027	3693	Abdominal pain
HP:0002996	4268	Limited elbow movement
HP:0006479	1668	Abnormal dental pulp morphology
HP:0000294	2945	Low anterior hairline
HP:0009177	354	Proximal/middle symphalangism of 5th finger
HP:0012898	2433	Abnormal lower-limb motor evoked potentials
HP:0001278	761	Orthostatic hypotension
HP:0031862	2092	Increased heart rate variability
HP:0025358	5533	Uveal ectropion
HP:0030146	4127	Abnormal liver parenchyma morphology
HP:0001839	4029	Split foot
HP:0034365	1462	Elevated circulating alpha-aminoadipic semialdehyde concentration
HP:0034458	2656	Elevated urinary phenylpyruvic acid level
HP:0005505	4200	Refractory anemia
HP:0012066	3710	Increased urinary disaccharide excretion
HP:0025401	5279	Staring gaze
HP:0003172	3319	Abnormal pubic bone morphology
HP:0006897	4252	Abducens palsy
HP:0003247	4931	Overgrowth of external genitalia
HP:0000463	1506	Anteverted nares
HP:0004415	2360	Pulmonary artery stenosis
HP:0011466	790	Aplasia/Hypoplasia of the gallbladder
HP:4000037	2260	Congenital hydrocele
HP:0025268	1549	Stuttering
HP:0004802	3384	Episodic hemolytic anemia
HP:0010938	2364	Abnormal external nose morphology
HP:0003210	527	Decreased methylmalonyl-CoA mutase activity
HP:0000804	543	Xanthine nephrolithiasis
HP:0032980	2236	Absent bronchoalveolar surfactant-protein C
HP:0030629	711	Perifoveal ring of hyperautofluorescence
HP:0004401	81	Meconium ileus
HP:0025245	2601	Cutaneous cyst
HP:0012406	1682	Hypercitraturia
HP:0004704	3496	Short fifth metatarsal
HP:0002277	188	Horner syndrome
HP:0007110	3014	Central hypoventilation
HP:0012805	3981	Iris transillumination defect
HP:0006555	2062	Diffuse hepatic steatosis
HP:0000149	1748	Ovarian gonadoblastoma
HP:0000483	915	Astigmatism
HP:0000327	1337	Hypoplasia of the maxilla
HP:0031415	5200	High serum calcitriol
HP:0003713	3542	Muscle fiber necrosis
HP:0200058	1238	Angiosarcoma
HP:0002882	2447	Sudden episodic apnea
HP:0002743	109	Recurrent enteroviral infections
HP:0001558	2256	Decreased fetal movement
HP:0011933	301	Elongated superior cerebellar peduncle
HP:0005136	273	Mitral annular calcification
HP:0100537	2942	Fasciitis
HP:0033832	4613	Livedo
HP:0430021	4906	Abnormal common carotid artery morphology
HP:0025130	4383	Decreased small intestinal mucosa lactase level
HP:0010469	255	Absent testis
HP:0009733	2840	Glioma
HP:0025524	1735	Palmoplantar scaling skin
HP:0009721	546	Shagreen patch
HP:0000221	5493	Furrowed tongue
HP:0008935	2187	Generalized neonatal hypotonia
HP:0011709	931	Atrioventricular dissociation
HP:0010580	2511	Enlarged epiphyses
HP:0008158	1615	Hyperapobetalipoproteinemia
HP:0011904	2121	Persistence of hemoglobin F
HP:5201016	1034	Submucous cleft palate
HP:0008569	3664	Microtia, second degree
HP:0100271	4388	Hyponasal speech
HP:0006302	624	Dagger-shaped pulp calcifications
HP:0001812	3443	Hyperconvex fingernails
HP:0009917	5486	Persistent pupillary membrane
HP:0030162	469	Glomerulomegaly
HP:0007585	643	Skin fragility with non-scarring blistering
HP:0001638	3559	Cardiomyopathy
HP:0000140	672	Abnormality of the menstrual cycle
HP:0002604	1379	Gastrointestinal telangiectasia
HP:0008281	4140	Acute hyperammonemia
HP:0002156	12	Homocystinuria
HP:0200046	2614	Cat cry
HP:0001980	4002	Megaloblastic bone marrow
HP:0011789	520	Impaired sensitivity to thyroid stimulating hormone
HP:0011720	3992	Cardiac total anomalous pulmonary venous connection
HP:0033790	549	Thistle tube shaped pulp
HP:6000330	1544	Increased ratio of deoxypyridinoline to pyridinoline cross-links in urine
HP:0006690	2453	Myocardial calcification
HP:0002234	1327	Early balding
HP:0000552	564	Tritanomaly
HP:0008668	716	Gonadal dysgenesis, male
HP:0033196	4875	Portal inflammation
HP:0030491	4820	Choriocapillaris atrophy
HP:0032561	3765	Microcephalic sperm head
HP:0003750	2171	Increased muscle fatiguability
HP:0012191	5283	B-cell lymphoma
HP:0007430	5222	Generalized edema
HP:0012863	972	Abnormal male germ cell morphology
HP:0003865	2793	Bowed humerus
HP:0005464	1931	Craniofacial osteosclerosis
HP:0010866	3606	Abdominal wall defect
HP:0011900	3339	Hypofibrinogenemia
HP:6000127	827	Elevated urinary creatine/creatinine ratio
HP:0008775	8	Abnormal prostate morphology
HP:0012847	5327	Epilepsia partialis continua
HP:0004417	2735	Intermittent claudication
HP:0020132	3886	Thickening of the tubular basement membrane
HP:0012081	3837	Enlarged cerebellum
HP:0005404	134	Increased B cell count
HP:0410064	722	Increased level of galactitol in red blood cells
HP:0033132	1418	Renal cortical hyperechogenicity
HP:0008695	2477	Transient nephrotic syndrome
HP:0012678	4013	Iron accumulation in substantia nigra
HP:0004879	3385	Intermittent hyperventilation
HP:0025605	592	Lid lag on downgaze
HP:0040185	4861	Macrothrombocytopenia
HP:0001332	1265	Dystonia
HP:0004684	4706	Talipes valgus
HP:0031158	1478	Widened atrophic scar
HP:0012231	1078	Exudative retinal detachment
HP:0033343	2155	Mucoid diarrhea
HP:0010748	840	Ectopic lacrimal punctum
HP:0032263	908	Increased blood pressure
HP:0003011	2612	Abnormality of the musculature
HP:0008593	5213	Prominent antitragus
HP:0011875	168	Abnormal platelet morphology
HP:0011014	1817	Abnormal glucose homeostasis
HP:0010034	3692	Short 1st metacarpal
HP:0002715	268	Abnormality of the immune system
HP:0005366	294	Recurrent streptococcus pneumoniae infections
HP:0001153	4305	Septate vagina
HP:0005134	1958	Absence of the pulmonary valve
HP:0000946	2460	Hypoplastic ilia
HP:0005421	4964	Decreased circulating complement C3 concentration
HP:0006576	1362	Hepatic vascular malformations
HP:0001959	1945	Polydipsia
HP:0031209	1486	Decreased circulating lipoprotein lipase concentration
HP:0012497	768	Reduced maximal expiratory pressure
HP:0031161	1658	Reduced brain glutamate level by MRS
HP:0003249	2309	Genital ulcers
HP:0100958	929	Narrow foramen obturatorium
HP:0008049	3272	Abnormality of the extraocular muscles
HP:0001712	2147	Left ventricular hypertrophy
HP:0002275	291	Poor motor coordination
HP:0000956	2076	Acanthosis nigricans
HP:0010806	4401	U-Shaped upper lip vermilion
HP:0100957	2582	Abnormal renal medulla morphology
HP:0034464	211	Homocitrullinuria
HP:0031860	1822	Abnormal heart rate variability
HP:0009626	3708	Interphalangeal thumb joint contracture
HP:0005640	1307	Abnormal vertebral segmentation and fusion
HP:0025660	847	Chiari type II malformation
HP:0009719	3742	Hypomelanotic macule
HP:0004418	3741	Thrombophlebitis
HP:0002078	1119	Truncal ataxia
HP:0200028	1310	Pretibial myxedema
HP:0001029	3284	Poikiloderma
HP:0012053	4149	Decreased circulating calcifediol concentration
HP:0032592	1390	Aplasia of the right hemidiaphragm
HP:0011892	236	Decreased circulating vitamin K concentration
HP:0008833	399	Irregular acetabular roof
HP:0001637	1165	Abnormal myocardium morphology
HP:0008132	273	Medial rotation of the medial malleolus
HP:0011919	2985	Pleural empyema
HP:0030153	4296	Cholangiocarcinoma
HP:0009884	3740	Tapered distal phalanges of finger
HP:0007490	3486	Linear arrays of macular hyperkeratoses in flexural areas
HP:0034241	2141	Prenatal death
HP:0200016	3579	Acrokeratosis
HP:0000805	1069	Enuresis
HP:0012757	5080	Abnormal neuron morphology
HP:0006899	817	Fusion of the cerebellar hemispheres
HP:0007620	653	Cutaneous leiomyoma
HP:0012024	440	Hypergalactosemia
HP:0031166	1963	Eyelid myokymia
HP:0006323	5462	Premature loss of primary teeth
HP:0012801	4702	Narrow jaw
HP:0410309	3358	Alpha-aminoadipic aciduria
HP:0032417	2135	Periglomerular fibrosis
HP:0007048	4293	Large basal ganglia
HP:0034322	1009	Reduced galactocerebrosidase activity
HP:0034174	1929	Reduced circulating interleukin 27 concentration
HP:0009060	4720	Scapular muscle atrophy
HP:0031152	1918	Full-thickness macular hole
HP:0031088	4700	Vaginal dryness
