HPO_term	cluster_label	HPO_label
HP:0000288	96	Abnormality of the philtrum
HP:0004566	850	Pear-shaped vertebrae
HP:0046504	3937	Decreased libido
HP:0010264	1984	Pseudoepiphyses of the middle phalanges of the hand
HP:0003016	2352	Metaphyseal widening
HP:0011004	5296	Abnormal systemic arterial morphology
HP:0010783	1645	Erythema
HP:0000050	5173	Hypoplastic male external genitalia
HP:0008491	807	Premature anterior fontanel closure
HP:0007569	1040	Generalized seborrheic dermatitis
HP:0002814	2387	Abnormality of the lower limb
HP:0005541	4355	Congenital agranulocytosis
HP:0030427	1956	Ossifying fibroma of the jaw
HP:0011441	4349	Abnormal medulla oblongata morphology
HP:0009780	1112	Iliac horns
HP:0007185	649	Loss of consciousness
HP:0001871	2106	Abnormality of blood and blood-forming tissues
HP:0003755	5086	Type 1 fibers relatively smaller than type 2 fibers
HP:0006439	856	Radioulnar dislocation
HP:0007372	3969	Atrophy/Degeneration involving the corticospinal tracts
HP:0002150	2366	Hypercalciuria
HP:0012583	1384	Unilateral renal hypoplasia
HP:0010740	3747	Osteopathia striata
HP:0008058	4302	Aplasia/Hypoplasia of the optic nerve
HP:0006347	3414	Microdontia of primary teeth
HP:0011579	448	Unbalanced atrioventricular canal defect
HP:0040087	4005	Abnormal blood folate concentration
HP:0004528	5007	Generalized hypotrichosis
HP:6000083	1274	Reduced hepatic dihydropyrimidinase activity
HP:0004289	2636	Sclerotic foci in hand bones
HP:0000448	3152	Prominent nose
HP:0007369	3371	Atrophy/Degeneration affecting the cerebrum
HP:0100245	4403	Desmoid tumors
HP:0002046	2839	Heat intolerance
HP:0004571	121	Widening of cervical spinal canal
HP:0003091	2300	Trophic limb changes
HP:0005316	1846	Peripheral pulmonary vessel aplasia
HP:0010862	757	Delayed fine motor development
HP:0002188	3192	Delayed CNS myelination
HP:0001831	608	Short toe
HP:0004421	271	Elevated systolic blood pressure
HP:0000336	1259	Prominent supraorbital ridges
HP:0011147	2584	Typical absence seizure
HP:0006518	207	Pulmonary venous occlusion
HP:0005567	4113	Renal magnesium wasting
HP:0031205	2788	Reduced lysosomal acid lipase activity
HP:0030244	1260	Maternal fever in pregnancy
HP:0000924	2336	Abnormality of the skeletal system
HP:0001773	3654	Short foot
HP:0030949	4301	Glomerular deposits
HP:0001117	887	Sudden loss of visual acuity
HP:0002253	2918	Colonic diverticula
HP:0009843	411	Aplasia/Hypoplasia of the middle phalanges of the hand
HP:0012183	2183	Hyperplastic colonic polyposis
HP:0001988	4073	Recurrent hypoglycemia
HP:0010628	545	Facial palsy
HP:0030499	2393	Macular drusen
HP:0012653	2165	Status asthmaticus
HP:0009226	913	Short proximal phalanx of the 5th finger
HP:0001355	1393	Megalencephaly
HP:0030084	1697	Clinodactyly
HP:0012047	2912	Hemeralopia
HP:0012189	3753	Hodgkin lymphoma
HP:0002370	4968	Poor coordination
HP:0030226	1847	Abnormal muscle fiber myotilin
HP:0100521	3766	Neoplasm of the thymus
HP:0005356	5014	Decreased circulating complement factor I concentration
HP:0034752	695	Axillary lymphadenopathy
HP:0001972	1850	Macrocytic anemia
HP:0007589	4999	Aplasia cutis congenita on trunk or limbs
HP:0001081	424	Cholelithiasis
HP:0012732	3163	Anorectal anomaly
HP:0009185	2816	Contracture of the proximal interphalangeal joint of the 5th finger
HP:0006288	2782	Advanced eruption of teeth
HP:0003165	2049	Elevated circulating parathyroid hormone level
HP:0002143	3733	Abnormal spinal cord morphology
HP:0011114	1020	Defective production of NFKB1-dependent cytokines
HP:0032106	372	Conjunctival icterus
HP:0003137	1176	Prolinuria
HP:0000996	4591	Facial capillary hemangioma
HP:0030498	404	Macular thickening
HP:0007831	65	Nonprogressive restrictive external ophthalmoplegia
HP:0002299	4940	Brittle hair
HP:0031295	398	Left atrial enlargement
HP:0010667	1131	Aplasia of the maxilla
HP:0012799	1713	Unilateral facial palsy
HP:0009456	645	Triangular shaped proximal phalanx of the 3rd finger
HP:0006283	1837	Multiple unerupted teeth
HP:0008339	378	Diaminoaciduria
HP:0011663	5269	Right ventricular cardiomyopathy
HP:0033141	780	Severe SARS-CoV-2 infection
HP:0006892	588	Frontotemporal cerebral atrophy
HP:0003330	1135	Abnormal bone structure
HP:0012210	1654	Abnormal renal morphology
HP:0009803	776	Short phalanx of finger
HP:0032315	5247	Areolar fullness
HP:0011451	2104	Primary microcephaly
HP:0005201	2206	Anomalous splenoportal venous system
HP:0001934	7	Persistent bleeding after trauma
HP:0031061	3776	Impaired toileting ability
HP:0008684	5447	Aplasia/hypoplasia of the uterus
HP:0100015	4409	Stahl ear
HP:0001331	795	Absent septum pellucidum
HP:0010491	2317	Digital constriction ring
HP:0011335	4846	Frontal hirsutism
HP:0000824	4037	Decreased response to growth hormone stimulation test
HP:0012902	973	Myotonia of the lower limb
HP:0004241	4483	Stippled calcification in carpal bones
HP:0031813	5155	Colonic eosinophilia
HP:0004180	1525	Short distal phalanx of the 3rd finger
HP:0012670	761	Orthostatic syncope
HP:0001908	1387	Hypoplastic anemia
HP:0006695	2200	Atrioventricular canal defect
HP:0032024	2163	Ileal ulcer
HP:6000258	1650	Impaired folate absorption
HP:0012793	2198	Kinked brainstem
HP:0000893	1696	Bulging of the costochondral junction
HP:0007473	3580	Crusting erythematous dermatitis
HP:0033454	2223	Tube feeding
HP:0010561	1049	Undulate ribs
HP:0008275	1386	Abnormal light-adapted electroretinogram
HP:0002512	94	Brain stem compression
HP:0000852	5330	Pseudohypoparathyroidism
HP:0009811	4881	Abnormality of the elbow
HP:0000599	3076	Abnormality of the frontal hairline
HP:0010940	546	Aplasia/Hypoplasia of the nasal bone
HP:0000857	790	Neonatal insulin-dependent diabetes mellitus
HP:0011174	3011	Focal hyperkinetic seizure
HP:0008278	3029	Cerebellar cortical atrophy
HP:0007925	4872	Lacrimal duct aplasia
HP:0002464	5160	Spastic dysarthria
HP:0007933	1088	Broad lateral eyebrow
HP:0100754	4231	Mania
HP:0430025	1988	Bilateral facial palsy
HP:0000324	2930	Facial asymmetry
HP:0003819	2937	Death in childhood
HP:0045034	2760	Elevated urinary aminoisobutyric acid
HP:0034388	2340	Hilar lymph node enlargement
HP:0008762	2394	Repetitive compulsive behavior
HP:0009438	1316	Absent middle phalanx of 3rd finger
HP:0001528	4769	Hemihypertrophy
HP:0002588	265	Duodenal ulcer
HP:0005344	172	Abnormal carotid artery morphology
HP:0030339	5503	Decreased circulating gonadotropin concentration
HP:0030369	1100	Induced vaginal delivery
HP:0005679	1081	Dupuytren contracture
HP:0011126	1384	Nephroptosis
HP:0100483	1738	Symphalangism of the proximal phalanx of the 2nd toe with the 2nd metatarsal
HP:0009112	3400	Aplasia of the left hemidiaphragm
HP:0006799	5264	Basal ganglia cysts
HP:0002159	1796	Heparan sulfate excretion in urine
HP:0003327	2765	Axial muscle weakness
HP:0020113	4017	Decreased proportion of CD4+CD25+ regulatory T cells
HP:0100869	4841	Palmar telangiectasia
HP:0011604	2763	Aortopulmonary window
HP:0011961	1687	Non-obstructive azoospermia
HP:0000071	4162	Ureteral stenosis
HP:0007187	262	Focal lissencephaly
HP:0100580	2701	Barrett esophagus
HP:0008169	5350	Reduced factor VII activity
HP:0007765	756	Deep anterior chamber
HP:0007588	1289	Reticular hyperpigmentation
HP:0006409	571	Progressive leg bowing
HP:0031799	2158	Decreased circulating apolipoprotein A-I concentration
HP:0030774	3032	Mitochondrial swelling
HP:0007221	4635	Progressive truncal ataxia
HP:0012509	3321	Reduced thyroxin-binding globulin
HP:0012255	641	Dynein arm defect of respiratory motile cilia
HP:0000492	2020	Abnormal eyelid morphology
HP:0045056	3980	Abnormal circulating alpha-fetoprotein concentration
HP:0012786	4563	Recurrent cystitis
HP:0000098	539	Tall stature
HP:0006755	653	Cutaneous leiomyosarcoma
HP:0033978	1149	Reduced beta-hexosaminidase activity
HP:0410071	108	Increased CSF ribitol concentration
HP:0006239	1880	Shortening of all middle phalanges of the toes
HP:0003502	1264	Mild short stature
HP:0011567	4263	Sinus venosus atrial septal defect
HP:0007233	1059	Clusters of axonal regeneration
HP:0008141	698	Dislocation of toes
HP:0025051	4521	Reduced brain creatine level by MRS
HP:0034184	960	Increased insulin like growth factor binding protein acid labile subunit concentration
HP:0033309	3871	Ileoileal intussusception
HP:0034595	200	Elevated circulating N-carbamoyl-beta-alanine concentration
HP:0010819	2588	Atonic seizure
HP:0001132	1511	Lens subluxation
HP:0002442	1153	Dyscalculia
HP:0020208	3863	Eating-induced seizure
HP:0012190	5430	T-cell lymphoma
HP:0033351	2805	Candida esophagitis
HP:0200039	1315	Pustule
HP:0007971	5511	Lamellar cataract
HP:0005622	4859	Broad long bones
HP:0004914	2591	Recurrent infantile hypoglycemia
HP:0001369	4330	Arthritis
HP:0040242	1200	Muscle hemorrhage
HP:0000028	1396	Cryptorchidism
HP:0006480	832	Premature loss of teeth
HP:0008959	3171	Distal upper limb muscle weakness
HP:0004365	4099	Abnormal circulating tryptophan concentration
HP:0030296	2803	Metaphyseal chondromatosis of radius
HP:0012180	2485	Cystic medial necrosis
HP:0009127	808	Abnormality of the musculature of the limbs
HP:0030769	2751	Exencephaly
HP:0001149	4072	Lattice corneal dystrophy
HP:0003304	5149	Spondylolysis
HP:0007455	1476	Adermatoglyphia
HP:0100586	1051	Sterile pyuria
HP:0002410	867	Aqueductal stenosis
HP:0006088	1270	1-5 finger complete cutaneous syndactyly
HP:0009121	2053	Abnormal axial skeleton morphology
HP:0007685	4920	Peripheral retinal avascularization
HP:0004734	2770	Renal cortical microcysts
HP:0032977	2644	Elevated bronchoalveolar lavage fluid neutrophil proportion
HP:0000056	3612	Abnormal clitoris morphology
HP:0034008	4568	Opto-chiasmatic atrophy
HP:0040322	1378	Purple urine
HP:0031180	4957	Erythema migrans
HP:0012133	4392	Erythroid hypoplasia
HP:0001167	891	Abnormal finger morphology
HP:0000202	201	Orofacial cleft
HP:0008131	2397	Tarsal stippling
HP:0005667	2940	Os odontoideum
HP:0001222	918	Spatulate thumbs
HP:0004387	5037	Enterocolitis
HP:0009908	3813	Anterior creases of earlobe
HP:0001591	4742	Bell-shaped thorax
HP:0006289	515	Agenesis of central incisor
HP:0009164	5208	Abnormal calcification of the carpal bones
HP:0001641	2436	Abnormal pulmonary valve morphology
HP:0012044	1349	Seesaw nystagmus
HP:0025021	2749	Abnormal erythrocyte sedimentation rate
HP:0011648	3312	Patent ductus arteriosus after birth at term
HP:0007803	82	Monochromacy
HP:0031213	3943	Elevated circulating 17-hydroxyprogesterone concentration
HP:0010787	1606	Genital neoplasm
HP:0000769	1230	Abnormality of the breast
HP:0011203	3233	EEG with abnormally slow frequencies
HP:0020083	68	Furuncle
HP:0034185	3346	Median pseudocleft lip
HP:0003233	1700	Decreased HDL cholesterol concentration
HP:0000868	2188	Decreased fertility in females
HP:0002791	1594	Hypoventilation
HP:0025019	227	Arterial rupture
HP:0008462	802	Cervical instability
HP:0000287	1165	Increased facial adipose tissue
HP:0009046	735	Difficulty running
HP:0008071	4001	Maternal hypertension
HP:0006958	2048	Abnormal auditory evoked potentials
HP:0011223	3347	Metopic depression
HP:0005273	1946	Absent nasal septal cartilage
HP:0001290	5483	Generalized hypotonia
HP:0000750	1515	Delayed speech and language development
HP:0031250	5219	Lip fissure
HP:0002930	573	Impaired sensitivity to thyroid hormone
HP:0005621	1255	Trapezoidal vertebral body
HP:0100545	5245	Arterial stenosis
HP:0010298	4856	Smooth tongue
HP:0031218	1197	Inappropriate antidiuretic hormone secretion
HP:0010655	3024	Epiphyseal stippling
HP:0000668	96	Hypodontia
HP:0011538	981	Atrial situs inversus
HP:0011834	506	Moyamoya phenomenon
HP:0008640	2080	Congenital macroorchidism
HP:0009527	882	Enlarged epiphysis of the proximal phalanx of the 2nd finger
HP:0009738	3262	Abnormal antihelix morphology
HP:0001566	3972	Widely-spaced maxillary central incisors
HP:0006767	74	Pituitary prolactin cell adenoma
HP:0009834	1133	Abnormal proximal phalanx morphology of the hand
HP:0031057	2753	Skin fissure
HP:0012312	4221	Monocytopenia
HP:0004966	4328	Medial calcification of large arteries
HP:0007123	3682	Subcortical dementia
HP:0009779	2741	3-4 toe syndactyly
HP:0010460	5072	Abnormality of the female genitalia
HP:0006491	855	Abnormal tibial metaphysis morphology
HP:0040137	1493	Comedonal acne
HP:0001952	1664	Glucose intolerance
HP:0100012	293	Neoplasm of the eye
HP:0005576	1035	Tubulointerstitial fibrosis
HP:0001262	843	Excessive daytime somnolence
HP:0040031	3970	Chorioretinal hyperpigmentation
HP:0002697	3425	Parietal foramina
HP:0000938	3016	Osteopenia
HP:0005439	764	Maxillozygomatic hypoplasia
HP:0001239	982	Wrist flexion contracture
HP:0010022	1072	Pseudoepiphysis of the 1st metacarpal
HP:0100292	5172	Amyloidosis of peripheral nerves
HP:0033106	740	Elevated circulating D-dimer concentration
HP:0011376	3361	Abnormal morphology of the vestibule of the inner ear
HP:0004280	204	Irregular ossification of hand bones
HP:0040288	1983	Nasogastric tube feeding
HP:0005994	4081	Nodular goiter
HP:0100659	1576	Abnormal cerebral vascular morphology
HP:0004582	5154	Irregularity of vertebral bodies
HP:0030213	333	Emotional blunting
HP:0003647	642	Electron transfer flavoprotein-ubiquinone oxidoreductase defect
HP:0004854	3786	Intermittent thrombocytopenia
HP:0005386	306	Recurrent protozoan infections
HP:0010051	5409	Deviation of the hallux
HP:0004828	3744	Refractory anemia with ringed sideroblasts
HP:0009141	215	Depletion of mitochondrial DNA in muscle tissue
HP:0034303	1368	Notched T wave
HP:0012778	1589	Retinal astrocytic hamartoma
HP:0009281	891	Aplasia of the 4th finger
HP:0031524	1702	Ampulla of Vater carcinoma
HP:0100709	3746	Reduction of oligodendroglia
HP:0002961	4416	Dysgammaglobulinemia
HP:0004499	2938	Chronic rhinitis due to narrow nasal airway
HP:0012788	2439	Reticulate pigmentation of oral mucosa
HP:0004920	866	Phenylpyruvic acidemia
HP:0009791	2799	Bifid sacrum
HP:0200020	2016	Corneal erosion
HP:0002293	4977	Alopecia of scalp
HP:0002666	963	Pheochromocytoma
HP:0005650	3984	2-5 finger cutaneous syndactyly
HP:0006535	3149	Recurrent intrapulmonary hemorrhage
HP:0010219	4851	Structural foot deformity
HP:0000133	3621	Gonadal dysgenesis
HP:0012082	4903	Cerebellar Purkinje layer atrophy
HP:0033748	4242	Hypoesthesia
HP:0000089	5309	Renal hypoplasia
HP:0005268	175	Miscarriage
HP:0012870	3155	Vanishing testis
HP:0001223	1118	Pointed proximal second through fifth metacarpals
HP:0010525	3200	Finger agnosia
HP:0012278	961	Abnormal circulating serine concentration
HP:0045039	725	Osteolysis involving bones of the upper limbs
HP:0001798	821	Anonychia
HP:0033535	461	Reduced platelet dense granules
HP:0011936	5211	Decreased plasma total carnitine
HP:0011755	2306	Ectopic posterior pituitary
HP:0001116	4723	Macular coloboma
HP:0004060	658	Trident hand
HP:0032712	1911	Focal impaired awareness motor seizure
HP:0032639	2369	Elevated leukocyte cystine
HP:0002232	1398	Patchy alopecia
HP:0100260	112	Mesoaxial polydactyly
HP:0040221	932	Hypoplasia of the dental root
HP:0006978	4648	Dysmyelinating leukodystrophy
HP:0008401	3878	Onychogryposis of toenails
HP:0004059	1065	Radial club hand
HP:0100761	278	Visceral angiomatosis
HP:0005602	5301	Progressive vitiligo
HP:0002690	1843	Large sella turcica
HP:3000050	4256	Abnormal odontoid tissue morphology
HP:0032156	447	Skin detachment
HP:0011039	3306	Abnormal helix morphology
HP:0011505	3751	Cystoid macular edema
HP:0003391	3432	Gowers sign
HP:0008751	3396	Laryngeal cleft
HP:0000232	3904	Everted lower lip vermilion
HP:0003268	484	Argininuria
HP:0008344	319	Elevated circulating branched chain amino acid concentration
HP:0031387	1576	Increased multinucleated megakaryocyte count
HP:0410049	2728	Abnormal radial ray morphology
HP:0031602	5451	Abnormal mucociliary clearance
HP:0006233	1361	Osteoarthritis of the distal interphalangeal joint
HP:0002085	1047	Occipital encephalocele
HP:0200147	3142	Neuronal loss in basal ganglia
HP:0012584	3390	Bilateral renal hypoplasia
HP:0008991	2575	Exercise-induced leg cramps
HP:0030307	2230	Flared lower limb metaphysis
HP:0008653	841	Crescentic glomerulonephritis
HP:0000980	2459	Pallor
HP:0012665	1892	Moderately reduced left ventricular ejection fraction
HP:0012040	5456	Corneal stromal edema
HP:0025574	1830	Macular hemorrhage
HP:0025380	5340	Increased circulating androstenedione concentration
HP:0030138	3141	Excessive bleeding from superficial cuts
HP:0030047	4827	Abnormal lateral ventricle morphology
HP:0010872	3566	T-wave inversion
HP:0000123	5436	Nephritis
HP:0003153	607	Cystathioninuria
HP:0009590	4971	Unilateral vestibular schwannoma
HP:0009730	2419	Rhabdomyoma
HP:0030892	298	Deep cerebral white matter hyperintensities
HP:0009536	4918	Short 2nd finger
HP:0040245	789	Reduced alpha-2-antiplasmin activity
HP:0003524	12	Decreased methionine synthase activity
HP:0032386	433	Elevated circulating transferrin concentration
HP:0034293	939	Temporal lobe calcification
HP:0007149	5398	Distal upper limb amyotrophy
HP:0002846	2810	Abnormal B cell morphology
HP:0001939	1356	Abnormality of metabolism/homeostasis
HP:0001430	177	Abnormal calf musculature morphology
HP:0031525	5470	Keratoacanthoma
HP:0012078	1397	Motor conduction block
HP:0006575	4247	Intrahepatic cholestasis with episodic jaundice
HP:0100898	926	Connective tissue nevi
HP:0410279	2400	Atrophic pituitary gland
HP:0033823	158	Mediastinal mass
HP:0001156	3866	Brachydactyly
HP:0003048	4238	Radial head subluxation
HP:0006019	2097	Reduced proximal interphalangeal joint space
HP:0001954	879	Recurrent fever
HP:0410066	4020	Increased level of hippuric acid in urine
HP:0011245	2707	Abnormality of superior crus of antihelix
HP:0100800	3995	Aplasia/Hypoplasia of the pancreas
HP:0001993	3762	Ketoacidosis
HP:0003149	1966	Hyperuricosuria
HP:0006781	5024	Hurthle cell thyroid adenoma
HP:0001092	3633	Absent lacrimal punctum
HP:0001870	1818	Acroosteolysis of distal phalanges (feet)
HP:0033379	5058	Bilateral superior vena cava
HP:0000496	570	Abnormality of eye movement
